,avg_accuracy,worst_group_accuracy
total_params_M,0.42670869649922677,0.12426144759392325
image_size,0.21558672491827074,0.15339140252881545
patch_size_num,-0.5580153925072803,-0.2667396847976274
num_tokens,0.5334959372327085,0.27370486759035884
embed_dim,0.3896943395490481,0.10006890302598918
training_data_size_M,0.6786470342246486,0.5267856802260444
