Dataset,Method,Seed,Best Epoch,test_overall,test_worst_group_accuracy
chexpert_nih,bias_ensemble,seed_2,17,73.0,45.6
chexpert_nih,bias_ensemble,seed_3,19,70.89999999999999,47.8
chexpert_nih,bpa,seed_2,10,70.19999999999999,62.6
chexpert_nih,bpa,seed_3,16,65.10000000000001,58.8
chexpert_nih,bpa,seed_1,14,67.0,58.8
chexpert_nih,george,seed_2,18,59.199999999999996,47.699999999999996
chexpert_nih,george,seed_3,10,68.7,56.8
chexpert_nih,george,seed_1,19,63.2,51.2
chexpert_nih,erm,seed_2,12,68.10000000000001,54.400000000000006
chexpert_nih,erm,seed_3,11,68.8,55.60000000000001
chexpert_nih,erm,seed_1,17,67.60000000000001,50.9
chexpert_nih,debian,seed_2,14,69.0,54.900000000000006
chexpert_nih,debian,seed_3,19,69.0,56.49999999999999
chexpert_nih,debian,seed_1,11,67.2,59.699999999999996
chexpert_nih,jtt,seed_2,5,61.3,36.7
chexpert_nih,jtt,seed_3,3,59.699999999999996,37.3
chexpert_nih,jtt,seed_1,10,68.4,42.5
chexpert_nih,lff,seed_2,8,65.9,51.9
chexpert_nih,lff,seed_3,11,70.8,52.7
chexpert_nih,lff,seed_1,14,65.5,55.300000000000004
chexpert_nih,sd,seed_2,16,64.5,52.900000000000006
chexpert_nih,sd,seed_3,11,71.8,56.00000000000001
chexpert_nih,sd,seed_1,9,71.6,53.1
chexpert_nih,di,seed_2,12,72.7,64.9
chexpert_nih,di,seed_3,12,74.8,69.8
chexpert_nih,di,seed_1,5,69.8,62.5
chexpert_nih,bb,seed_2,11,71.6,65.0
chexpert_nih,bb,seed_3,13,72.2,68.10000000000001
chexpert_nih,bb,seed_1,9,74.8,68.89999999999999
chexpert_nih,end,seed_2,6,71.89999999999999,54.6
chexpert_nih,end,seed_3,11,68.8,55.60000000000001
chexpert_nih,end,seed_1,9,66.8,55.800000000000004
chexpert_nih,groupdro,seed_2,0,52.6,0.0
chexpert_nih,groupdro,seed_1,5,55.900001525878906,25.0
chexpert_nih,flac,seed_2,8,61.0,55.00000000000001
chexpert_nih,flac,seed_3,12,60.5,57.99999999999999
chexpert_nih,flac,seed_1,11,64.2,62.4
chexpert_nih,maviasb,seed_2,0,68.30000000000001,59.5
chexpert_nih,maviasb,seed_3,6,72.0,50.0
chexpert_nih,maviasb,seed_1,1,66.9,59.699999999999996
chexpert_nih,badd,seed_2,4,67.7,62.5
chexpert_nih,badd,seed_3,3,67.4,62.5
chexpert_nih,badd,seed_1,9,69.19999999999999,61.9
