Method,MeanRank,StdRank
mavias,2.3333333333333335,1.2110601416389968
badd,3.3333333333333335,3.011090610836324
flac,3.5,1.760681686165901
di,6.0,3.63318042491699
lff,6.333333333333333,1.9663841605003503
bb,6.666666666666667,4.88535225614967
end,7.0,1.0954451150103321
debian,7.166666666666667,0.983192080250175
sd,8.166666666666666,3.5449494589721118
groupdro,8.333333333333334,4.676180777800049
erm,8.833333333333334,1.3291601358251257
jtt,10.333333333333334,1.505545305418162
