model_name,pretrained_tag,model_id,arch_family,resnet_depth,resnet_multiplier,patch_size,image_size,training_data,quickgelu,embed_dim,total_params_M,acc_gt_text1,acc_gt_text2,avg_accuracy,worst_group_accuracy,worst_group,best_group_accuracy,best_group,accuracy_gap,total_images,load_time_s,encode_time_s,"acc_obj=country, bg=country, co=country","acc_obj=country, bg=country, co=urban","acc_obj=country, bg=urban, co=country","acc_obj=country, bg=urban, co=urban","acc_obj=urban, bg=country, co=country","acc_obj=urban, bg=country, co=urban","acc_obj=urban, bg=urban, co=country","acc_obj=urban, bg=urban, co=urban",vit_size
ViT-H-14-worldwide,metaclip2_worldwide,ViT-H-14-worldwide_metaclip2_worldwide,CLIP,,,14.0,224,MetaCLIP2-2.5b,False,1024.0,1858.8,0.62,0.902,0.761,0.44,"obj=urban, bg=country, co=country",0.952,"obj=country, bg=urban, co=country",0.321,1000,222.9,6.0,0.944,0.856,0.952,0.856,0.44,0.728,0.48,0.832,H
MobileCLIP-S1,datacompdr,MobileCLIP-S1_datacompdr,MobileCLIP,,,16.0,256,DataComp-1b,False,,85.0,0.656,0.864,0.76,0.504,"obj=urban, bg=country, co=country",0.888,"obj=country, bg=country, co=country",0.256,1000,6.5,4.1,0.888,0.864,0.872,0.832,0.504,0.72,0.56,0.84,
RN50x4,openai,RN50x4_openai,ResNet,50.0,x4,,288,OpenAI-400m,False,640.0,178.3,0.824,0.69,0.757,0.584,"obj=country, bg=urban, co=urban",0.944,"obj=urban, bg=urban, co=urban",0.173,1000,10.9,2.8,0.8,0.696,0.68,0.584,0.72,0.864,0.768,0.944,
RN101,openai,RN101_openai,ResNet,101.0,x1,,224,OpenAI-400m,False,512.0,119.7,0.818,0.694,0.756,0.648,"obj=country, bg=urban, co=urban",0.92,"obj=urban, bg=urban, co=urban",0.1079999999999999,1000,8.2,1.9,0.76,0.696,0.672,0.648,0.776,0.84,0.736,0.92,
ViT-L-16-SigLIP2-384,webli,ViT-L-16-SigLIP2-384_webli,SigLIP2,,,16.0,384,WebLI-10b,False,,881.9,0.53,0.982,0.756,0.384,"obj=urban, bg=country, co=country",0.992,"obj=country, bg=country, co=country",0.372,1000,55.5,6.6,0.992,0.976,0.976,0.984,0.384,0.552,0.544,0.64,L
ViT-bigG-14-worldwide-378,metaclip2_worldwide,ViT-bigG-14-worldwide-378_metaclip2_worldwide,CLIP,,,14.0,378,MetaCLIP2-2.5b,False,1280.0,3631.2,0.574,0.938,0.756,0.312,"obj=urban, bg=country, co=country",0.968,"obj=country, bg=urban, co=country",0.444,1000,337.7,38.1,0.96,0.92,0.968,0.904,0.312,0.696,0.472,0.816,bigG
ViT-L-14-336-quickgelu,openai,ViT-L-14-336-quickgelu_openai,CLIP,,,14.0,336,OpenAI-400m,True,768.0,427.9,0.6,0.91,0.755,0.336,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=country",0.419,1000,20.1,8.0,0.96,0.928,0.92,0.832,0.336,0.576,0.584,0.904,L
ViT-B-32,metaclip_400m,ViT-B-32_metaclip_400m,CLIP,,,32.0,224,MetaCLIP-400m,False,512.0,151.3,0.892,0.61,0.751,0.504,"obj=country, bg=urban, co=urban",0.928,"obj=urban, bg=country, co=urban",0.247,1000,10.0,1.8,0.704,0.632,0.6,0.504,0.832,0.928,0.88,0.928,B
ViT-L-16-SigLIP2-256,webli,ViT-L-16-SigLIP2-256_webli,SigLIP2,,,16.0,256,WebLI-10b,False,,881.5,0.522,0.978,0.75,0.344,"obj=urban, bg=country, co=country",0.984,"obj=country, bg=country, co=country",0.406,1000,50.3,2.5,0.984,0.976,0.976,0.976,0.344,0.56,0.504,0.68,L
RN50x16-quickgelu,openai,RN50x16-quickgelu_openai,ResNet,50.0,x16,,384,OpenAI-400m,True,768.0,291.0,0.968,0.53,0.749,0.464,"obj=country, bg=urban, co=urban",0.976,"obj=urban, bg=urban, co=country",0.285,1000,15.7,5.0,0.584,0.56,0.512,0.464,0.968,0.96,0.976,0.968,
EVA01-g-14-plus,merged2b_s11b_b114k,EVA01-g-14-plus_merged2b_s11b_b114k,EVA,,,14.0,224,Merged-2b,False,,1366.6,0.58,0.914,0.747,0.464,"obj=urban, bg=urban, co=country",0.952,"obj=country, bg=urban, co=country",0.283,1000,41.6,6.1,0.936,0.904,0.952,0.864,0.504,0.6,0.464,0.752,
ViT-B-32,laion400m_e31,ViT-B-32_laion400m_e31,CLIP,,,32.0,224,LAION-400m,False,512.0,151.3,0.6,0.894,0.747,0.48,"obj=urban, bg=urban, co=country",0.928,"obj=country, bg=country, co=country",0.267,1000,10.3,1.7,0.928,0.904,0.872,0.872,0.584,0.688,0.48,0.648,B
ViT-L-14,openai,ViT-L-14_openai,CLIP,,,14.0,224,OpenAI-400m,False,768.0,427.6,0.768,0.726,0.747,0.544,"obj=urban, bg=country, co=country",0.952,"obj=urban, bg=urban, co=urban",0.2029999999999999,1000,8.2,3.4,0.816,0.736,0.768,0.584,0.544,0.84,0.736,0.952,L
ViT-L-16-SigLIP-256,webli,ViT-L-16-SigLIP-256_webli,SigLIP,,,16.0,256,WebLI-10b,False,,652.2,0.532,0.962,0.747,0.368,"obj=urban, bg=urban, co=country",0.976,"obj=country, bg=country, co=country",0.379,1000,35.3,2.5,0.976,0.96,0.96,0.952,0.384,0.72,0.368,0.656,L
ViT-L-14-quickgelu,openai,ViT-L-14-quickgelu_openai,CLIP,,,14.0,224,OpenAI-400m,True,768.0,427.6,0.596,0.89,0.743,0.368,"obj=urban, bg=country, co=country",0.944,"obj=country, bg=country, co=country",0.375,1000,16.7,3.9,0.944,0.904,0.904,0.808,0.368,0.6,0.528,0.888,L
ViT-B-16-quickgelu,openai,ViT-B-16-quickgelu_openai,CLIP,,,16.0,224,OpenAI-400m,True,512.0,149.6,0.654,0.832,0.743,0.488,"obj=urban, bg=country, co=country",0.904,"obj=country, bg=country, co=country",0.255,1000,3.1,2.2,0.904,0.784,0.832,0.808,0.488,0.696,0.56,0.872,B
ViT-B-16,commonpool_l_laion_s1b_b8k,ViT-B-16_commonpool_l_laion_s1b_b8k,CLIP,,,16.0,224,CommonPool-1b,False,512.0,149.6,0.706,0.778,0.742,0.576,"obj=urban, bg=urban, co=country",0.848,"obj=country, bg=urban, co=country",0.166,1000,9.9,2.1,0.8,0.744,0.848,0.72,0.616,0.8,0.576,0.832,B
ViT-B-32,laion400m_e32,ViT-B-32_laion400m_e32,CLIP,,,32.0,224,LAION-400m,False,512.0,151.3,0.586,0.894,0.74,0.472,"obj=urban, bg=urban, co=country",0.944,"obj=country, bg=country, co=country",0.268,1000,3.0,1.7,0.944,0.904,0.864,0.864,0.56,0.672,0.472,0.64,B
ViT-H-14,metaclip_fullcc,ViT-H-14_metaclip_fullcc,CLIP,,,14.0,224,CommonCrawl-2.5b,False,1024.0,986.1,0.466,0.968,0.717,0.328,"obj=urban, bg=urban, co=country",0.992,"obj=country, bg=urban, co=country",0.3889999999999999,1000,45.1,5.3,0.968,0.968,0.992,0.944,0.352,0.504,0.328,0.68,H
nllb-clip-base-siglip,mrl,nllb-clip-base-siglip_mrl,NLLB-SigLIP,,,16.0,384,WebLI-10b,False,,507.5,0.46,0.95,0.705,0.208,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=urban",0.497,1000,37.0,4.1,0.952,0.96,0.96,0.928,0.208,0.68,0.336,0.616,
ViT-B-32,openai,ViT-B-32_openai,CLIP,,,32.0,224,OpenAI-400m,False,512.0,151.3,0.548,0.856,0.702,0.408,"obj=urban, bg=country, co=country",0.912,"obj=country, bg=country, co=country",0.294,1000,1.5,1.8,0.912,0.888,0.84,0.784,0.408,0.52,0.536,0.728,B
RN101-quickgelu,yfcc15m,RN101-quickgelu_yfcc15m,ResNet,101.0,x1,,224,YFCC-15m,True,512.0,119.7,0.604,0.79,0.697,0.48,"obj=urban, bg=country, co=country",0.832,"obj=country, bg=country, co=country",0.2169999999999999,1000,9.6,2.3,0.832,0.768,0.832,0.728,0.48,0.64,0.576,0.72,
RN50-quickgelu,openai,RN50-quickgelu_openai,ResNet,50.0,x1,,224,OpenAI-400m,True,1024.0,102.0,0.468,0.92,0.694,0.352,"obj=urban, bg=urban, co=country",0.944,"obj=country, bg=country, co=country",0.3419999999999999,1000,8.6,2.1,0.944,0.904,0.944,0.888,0.368,0.52,0.352,0.632,
RN101,yfcc15m,RN101_yfcc15m,ResNet,101.0,x1,,224,YFCC-15m,False,512.0,119.7,0.6,0.768,0.684,0.536,"obj=urban, bg=country, co=country",0.816,"obj=country, bg=urban, co=country",0.148,1000,8.9,1.9,0.776,0.744,0.816,0.736,0.536,0.656,0.544,0.664,
RN50-quickgelu,cc12m,RN50-quickgelu_cc12m,ResNet,50.0,x1,,224,CC-12m,True,1024.0,102.0,0.456,0.852,0.654,0.312,"obj=urban, bg=urban, co=country",0.912,"obj=country, bg=country, co=country",0.342,1000,7.5,1.9,0.912,0.824,0.88,0.792,0.336,0.536,0.312,0.64,
ViT-H-14-quickgelu,metaclip_fullcc,ViT-H-14-quickgelu_metaclip_fullcc,CLIP,,,14.0,224,CommonCrawl-2.5b,True,1024.0,986.1,0.316,0.986,0.651,0.208,"obj=urban, bg=urban, co=country",0.992,"obj=country, bg=country, co=country",0.443,1000,46.5,6.2,0.992,0.984,0.992,0.976,0.224,0.352,0.208,0.48,H
ViT-L-14,metaclip_400m,ViT-L-14_metaclip_400m,CLIP,,,14.0,224,MetaCLIP-400m,False,768.0,427.6,0.334,0.954,0.644,0.232,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.412,1000,21.5,3.5,0.976,0.944,0.96,0.936,0.232,0.36,0.248,0.496,L
ViT-B-32,commonpool_m_text_s128m_b4k,ViT-B-32_commonpool_m_text_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.636,0.612,0.624,0.456,"obj=country, bg=urban, co=urban",0.76,"obj=country, bg=country, co=country",0.1679999999999999,1000,9.8,1.7,0.76,0.736,0.496,0.456,0.536,0.568,0.736,0.704,B
RN50-quickgelu,yfcc15m,RN50-quickgelu_yfcc15m,ResNet,50.0,x1,,224,YFCC-15m,True,1024.0,102.0,0.532,0.702,0.617,0.488,"obj=urban, bg=country, co=country",0.768,"obj=country, bg=country, co=country",0.129,1000,7.0,2.0,0.768,0.696,0.672,0.672,0.488,0.512,0.552,0.576,
ViT-B-32-quickgelu,openai,ViT-B-32-quickgelu_openai,CLIP,,,32.0,224,OpenAI-400m,True,512.0,151.3,0.29,0.94,0.615,0.184,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.431,1000,8.7,2.0,0.976,0.92,0.976,0.888,0.184,0.288,0.24,0.448,B
ViT-B-32,commonpool_m_clip_s128m_b4k,ViT-B-32_commonpool_m_clip_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.468,0.76,0.614,0.44,"obj=urban, bg=urban, co=urban",0.784,"obj=country, bg=country, co=country",0.174,1000,28.9,1.7,0.784,0.728,0.752,0.776,0.512,0.456,0.464,0.44,B
ViT-L-14-quickgelu,metaclip_400m,ViT-L-14-quickgelu_metaclip_400m,CLIP,,,14.0,224,MetaCLIP-400m,True,768.0,427.6,0.24,0.978,0.609,0.104,"obj=urban, bg=urban, co=country",0.984,"obj=country, bg=country, co=country",0.505,1000,20.4,4.0,0.984,0.976,0.984,0.968,0.168,0.32,0.104,0.368,L
RN50,yfcc15m,RN50_yfcc15m,ResNet,50.0,x1,,224,YFCC-15m,False,1024.0,102.0,0.466,0.748,0.607,0.392,"obj=urban, bg=country, co=country",0.816,"obj=country, bg=country, co=country",0.2149999999999999,1000,7.5,1.8,0.816,0.72,0.752,0.704,0.392,0.44,0.48,0.552,
ViT-B-32,commonpool_m_image_s128m_b4k,ViT-B-32_commonpool_m_image_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.48,0.722,0.601,0.384,"obj=urban, bg=country, co=urban",0.832,"obj=country, bg=country, co=country",0.2169999999999999,1000,9.5,1.7,0.832,0.752,0.616,0.688,0.44,0.384,0.56,0.536,B
RN50,cc12m,RN50_cc12m,ResNet,50.0,x1,,224,CC-12m,False,1024.0,102.0,0.272,0.922,0.597,0.2,"obj=urban, bg=urban, co=country",0.96,"obj=country, bg=urban, co=country",0.3969999999999999,1000,8.1,1.8,0.952,0.888,0.96,0.888,0.232,0.36,0.2,0.296,
ViT-B-32,datacomp_m_s128m_b4k,ViT-B-32_datacomp_m_s128m_b4k,CLIP,,,32.0,224,DataComp-128m,False,512.0,151.3,0.658,0.532,0.595,0.432,"obj=country, bg=urban, co=country",0.696,"obj=urban, bg=urban, co=urban",0.1629999999999999,1000,9.7,1.7,0.584,0.6,0.432,0.512,0.688,0.568,0.68,0.696,B
ViT-B-32,commonpool_m_laion_s128m_b4k,ViT-B-32_commonpool_m_laion_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.452,0.726,0.589,0.36,"obj=urban, bg=country, co=urban",0.784,"obj=country, bg=country, co=country",0.2289999999999999,1000,9.6,1.7,0.784,0.768,0.688,0.664,0.448,0.36,0.496,0.504,B
nllb-clip-base,v1,nllb-clip-base_v1,NNLB-CLIP,,,32.0,224,OpenAI-400m,False,512.0,501.9,0.156,0.99,0.573,0.128,"obj=urban, bg=country, co=urban",1.0,"obj=country, bg=country, co=urban",0.4449999999999999,1000,37.3,1.9,0.984,1.0,0.992,0.984,0.16,0.128,0.16,0.176,
ViT-B-32,commonpool_m_s128m_b4k,ViT-B-32_commonpool_m_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.448,0.686,0.567,0.4,"obj=urban, bg=country, co=urban",0.72,"obj=country, bg=country, co=urban",0.1669999999999999,1000,11.0,1.7,0.68,0.72,0.64,0.704,0.416,0.4,0.48,0.496,B
ViT-B-32,commonpool_m_basic_s128m_b4k,ViT-B-32_commonpool_m_basic_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.556,0.574,0.565,0.4,"obj=country, bg=urban, co=country",0.736,"obj=country, bg=country, co=country",0.1649999999999999,1000,9.5,1.7,0.736,0.704,0.4,0.456,0.496,0.448,0.616,0.664,B
ViT-B-32,commonpool_s_clip_s13m_b4k,ViT-B-32_commonpool_s_clip_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.826,0.252,0.539,0.232,"obj=country, bg=urban, co=country",0.856,"obj=urban, bg=urban, co=urban",0.307,1000,10.3,1.8,0.272,0.248,0.232,0.256,0.808,0.832,0.808,0.856,B
ViT-B-32,commonpool_s_basic_s13m_b4k,ViT-B-32_commonpool_s_basic_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.23,0.818,0.524,0.176,"obj=urban, bg=urban, co=country",0.88,"obj=country, bg=urban, co=urban",0.348,1000,10.5,1.8,0.848,0.744,0.8,0.88,0.288,0.248,0.176,0.208,B
ViT-B-32,commonpool_s_s13m_b4k,ViT-B-32_commonpool_s_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.45,0.566,0.508,0.368,"obj=urban, bg=urban, co=country",0.648,"obj=country, bg=urban, co=urban",0.14,1000,9.8,1.7,0.496,0.512,0.608,0.648,0.464,0.512,0.368,0.456,B
ViT-B-32,commonpool_s_text_s13m_b4k,ViT-B-32_commonpool_s_text_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.214,0.8,0.507,0.152,"obj=urban, bg=country, co=country",0.856,"obj=country, bg=urban, co=urban",0.355,1000,9.8,1.8,0.784,0.76,0.8,0.856,0.152,0.32,0.152,0.232,B
ViT-B-32,datacomp_s_s13m_b4k,ViT-B-32_datacomp_s_s13m_b4k,CLIP,,,32.0,224,DataComp-13m,False,512.0,151.3,0.822,0.19,0.506,0.152,"obj=country, bg=country, co=urban",0.864,"obj=urban, bg=country, co=urban",0.354,1000,11.0,1.8,0.192,0.152,0.192,0.224,0.816,0.864,0.792,0.816,B
ViT-B-32,commonpool_s_image_s13m_b4k,ViT-B-32_commonpool_s_image_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.822,0.19,0.506,0.152,"obj=country, bg=country, co=urban",0.864,"obj=urban, bg=country, co=urban",0.354,1000,4.7,1.7,0.192,0.152,0.192,0.224,0.816,0.864,0.792,0.816,B
ViT-B-32,commonpool_s_laion_s13m_b4k,ViT-B-32_commonpool_s_laion_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.308,0.702,0.505,0.192,"obj=urban, bg=country, co=country",0.824,"obj=country, bg=country, co=urban",0.313,1000,9.4,1.8,0.704,0.824,0.576,0.704,0.192,0.256,0.376,0.408,B
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-B-32_mscoco_finetuned_laion2b_s13b_b90k,CoCa,,,32.0,224,LAION-2b,False,512.0,253.6,0.032,0.974,0.503,0.016,"obj=urban, bg=country, co=country",0.992,"obj=country, bg=country, co=country",0.487,1000,13.5,1.8,0.992,0.984,0.968,0.952,0.016,0.024,0.032,0.056,B
