model_name,pretrained_tag,model_id,arch_family,resnet_depth,resnet_multiplier,patch_size,image_size,training_data,quickgelu,embed_dim,total_params_M,acc_gt_text1,acc_gt_text2,avg_accuracy,worst_group_accuracy,worst_group,best_group_accuracy,best_group,accuracy_gap,total_images,load_time_s,encode_time_s,"acc_obj=country, bg=country, co=country","acc_obj=country, bg=country, co=urban","acc_obj=country, bg=urban, co=country","acc_obj=country, bg=urban, co=urban","acc_obj=urban, bg=country, co=country","acc_obj=urban, bg=country, co=urban","acc_obj=urban, bg=urban, co=country","acc_obj=urban, bg=urban, co=urban",vit_size
EVA02-L-14-336,merged2b_s6b_b61k,EVA02-L-14-336_merged2b_s6b_b61k,EVA,,,14.0,336,Merged,False,,428.1,0.78,0.84,0.81,0.616,"obj=urban, bg=country, co=country",0.928,"obj=urban, bg=urban, co=urban",0.19400000000000006,1000,14.7,9.2,0.904,0.824,0.848,0.784,0.616,0.776,0.8,0.928,
ViT-L-14-quickgelu,metaclip_fullcc,ViT-L-14-quickgelu_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,True,768.0,427.6,0.684,0.932,0.808,0.44,"obj=urban, bg=country, co=country",0.952,"obj=country, bg=country, co=country",0.36800000000000005,1000,20.2,4.0,0.952,0.912,0.944,0.92,0.44,0.704,0.728,0.864,L
ViT-B-16-quickgelu,metaclip_fullcc,ViT-B-16-quickgelu_metaclip_fullcc,ViT,,,16.0,224,MetaCLIP,True,512.0,149.6,0.872,0.742,0.807,0.688,"obj=country, bg=urban, co=urban",0.904,"obj=urban, bg=urban, co=urban",0.1190000000000001,1000,9.7,2.1,0.784,0.72,0.776,0.688,0.832,0.888,0.864,0.904,B
ViT-bigG-14-worldwide,metaclip2_worldwide,ViT-bigG-14-worldwide_metaclip2_worldwide,ViT,,,14.0,224,MetaCLIP,False,1280.0,3630.4,0.71,0.9,0.805,0.52,"obj=urban, bg=country, co=country",0.936,"obj=country, bg=urban, co=country",0.28500000000000003,1000,277.4,14.2,0.928,0.864,0.936,0.872,0.52,0.864,0.576,0.88,bigG
ViT-B-32,laion2b_e16,ViT-B-32_laion2b_e16,ViT,,,32.0,224,LAION-2B,False,512.0,151.3,0.924,0.684,0.804,0.616,"obj=country, bg=urban, co=urban",0.968,"obj=urban, bg=urban, co=country",0.18800000000000006,1000,9.9,1.8,0.736,0.728,0.656,0.616,0.872,0.912,0.968,0.944,B
ViTamin-L-384,datacomp1b,ViTamin-L-384_datacomp1b,ViT,,,,384,DataComp,False,,457.4,0.99,0.618,0.804,0.552,"obj=country, bg=urban, co=urban",1.0,"obj=urban, bg=urban, co=country",0.252,1000,25.5,8.7,0.688,0.64,0.592,0.552,0.976,0.984,1.0,1.0,
ViTamin-XL-336,datacomp1b,ViTamin-XL-336_datacomp1b,ViT,,,,336,DataComp,False,,924.8,0.668,0.938,0.803,0.52,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=country",0.28300000000000003,1000,54.0,7.9,0.96,0.904,0.96,0.928,0.52,0.824,0.536,0.792,
ViTamin-S-LTT,datacomp1b,ViTamin-S-LTT_datacomp1b,ViT,,,,224,DataComp,False,,145.8,0.776,0.828,0.802,0.696,"obj=urban, bg=urban, co=country",0.872,"obj=country, bg=urban, co=country",0.1060000000000001,1000,11.0,2.2,0.848,0.768,0.872,0.824,0.816,0.824,0.696,0.768,
EVA02-L-14,merged2b_s4b_b131k,EVA02-L-14_merged2b_s4b_b131k,EVA,,,14.0,224,Merged,False,,427.8,0.752,0.852,0.802,0.544,"obj=urban, bg=country, co=country",0.912,"obj=urban, bg=urban, co=urban",0.258,1000,44.3,4.2,0.904,0.864,0.872,0.768,0.544,0.752,0.8,0.912,
ViTamin-S,datacomp1b,ViTamin-S_datacomp1b,ViT,,,,224,DataComp,False,,62.5,0.9,0.704,0.802,0.648,"obj=country, bg=country, co=urban",0.944,"obj=urban, bg=country, co=urban",0.15400000000000003,1000,5.9,2.2,0.728,0.648,0.72,0.72,0.848,0.944,0.864,0.944,
ViT-B-16,commonpool_l_text_s1b_b8k,ViT-B-16_commonpool_l_text_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.884,0.718,0.801,0.648,"obj=country, bg=urban, co=urban",0.92,"obj=urban, bg=country, co=urban",0.15300000000000002,1000,10.1,2.0,0.784,0.76,0.68,0.648,0.824,0.92,0.872,0.92,B
convnext_base_w_320,laion_aesthetic_s13b_b82k_augreg,convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,ConvNeXt,,,,320,laion_aesthetic_s13b_b82k_augreg,False,,179.4,0.854,0.746,0.8,0.704,"obj=country, bg=urban, co=urban",0.912,"obj=urban, bg=urban, co=urban",0.09600000000000009,1000,11.1,3.3,0.792,0.744,0.744,0.704,0.8,0.872,0.832,0.912,
ViTamin-B,datacomp1b,ViTamin-B_datacomp1b,ViT,,,,224,DataComp,False,,151.0,0.728,0.87,0.799,0.672,"obj=urban, bg=country, co=country",0.896,"obj=country, bg=country, co=country",0.127,1000,10.3,2.5,0.896,0.864,0.888,0.832,0.672,0.752,0.68,0.808,
ViT-L-14,laion400m_e32,ViT-L-14_laion400m_e32,ViT,,,14.0,224,LAION-400M,False,768.0,427.6,0.908,0.686,0.797,0.568,"obj=country, bg=urban, co=urban",0.96,"obj=urban, bg=urban, co=urban",0.2290000000000001,1000,21.7,3.4,0.736,0.72,0.72,0.568,0.8,0.944,0.928,0.96,L
ViT-L-14,commonpool_xl_laion_s13b_b90k,ViT-L-14_commonpool_xl_laion_s13b_b90k,ViT,,,14.0,224,CommonPool,False,768.0,427.6,0.678,0.916,0.797,0.536,"obj=urban, bg=country, co=country",0.936,"obj=country, bg=country, co=urban",0.261,1000,20.4,3.5,0.92,0.936,0.912,0.896,0.536,0.64,0.752,0.784,L
ViT-L-14,laion400m_e31,ViT-L-14_laion400m_e31,ViT,,,14.0,224,LAION-400M,False,768.0,427.6,0.924,0.66,0.792,0.52,"obj=country, bg=urban, co=urban",0.96,"obj=urban, bg=urban, co=urban",0.272,1000,21.3,3.4,0.728,0.688,0.704,0.52,0.84,0.944,0.952,0.96,L
convnext_base_w,laion_aesthetic_s13b_b82k,convnext_base_w_laion_aesthetic_s13b_b82k,ConvNeXt,,,,256,laion_aesthetic_s13b_b82k,False,,179.4,0.74,0.842,0.791,0.624,"obj=urban, bg=urban, co=country",0.888,"obj=country, bg=urban, co=country",0.16700000000000004,1000,13.5,2.7,0.864,0.824,0.888,0.792,0.64,0.848,0.624,0.848,
ViT-B-16,commonpool_l_s1b_b8k,ViT-B-16_commonpool_l_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.84,0.742,0.791,0.648,"obj=country, bg=urban, co=country",0.936,"obj=urban, bg=urban, co=urban",0.14300000000000002,1000,10.2,2.0,0.832,0.816,0.648,0.672,0.776,0.752,0.896,0.936,B
ViT-B-16,commonpool_l_image_s1b_b8k,ViT-B-16_commonpool_l_image_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.942,0.638,0.79,0.528,"obj=country, bg=urban, co=country",0.968,"obj=urban, bg=country, co=urban",0.262,1000,10.3,2.0,0.744,0.696,0.528,0.584,0.904,0.968,0.928,0.968,B
ViT-B-32,datacomp_xl_s13b_b90k,ViT-B-32_datacomp_xl_s13b_b90k,ViT,,,32.0,224,DataComp,False,512.0,151.3,0.846,0.734,0.79,0.72,"obj=country, bg=country, co=urban",0.896,"obj=urban, bg=country, co=country",0.07000000000000006,1000,9.7,1.8,0.744,0.72,0.728,0.744,0.896,0.848,0.784,0.856,B
ViTamin-B-LTT,datacomp1b,ViTamin-B-LTT_datacomp1b,ViT,,,,224,DataComp,False,,211.4,0.746,0.832,0.789,0.664,"obj=urban, bg=country, co=country",0.88,"obj=country, bg=urban, co=country",0.125,1000,13.5,2.5,0.856,0.808,0.88,0.784,0.664,0.792,0.704,0.824,
roberta-ViT-B-32,laion2b_s12b_b32k,roberta-ViT-B-32_laion2b_s12b_b32k,ViT,,,32.0,224,LAION-2B,False,512.0,212.7,0.848,0.73,0.789,0.664,"obj=country, bg=urban, co=country",0.88,"obj=urban, bg=country, co=urban",0.125,1000,14.8,1.8,0.816,0.76,0.664,0.68,0.8,0.88,0.832,0.88,B
EVA02-B-16,merged2b_s8b_b131k,EVA02-B-16_merged2b_s8b_b131k,EVA,,,16.0,224,Merged,False,,149.7,0.866,0.71,0.788,0.656,"obj=country, bg=country, co=urban",0.96,"obj=urban, bg=urban, co=urban",0.132,1000,6.8,2.2,0.752,0.656,0.744,0.688,0.752,0.92,0.832,0.96,
ViT-L-14,dfn2b,ViT-L-14_dfn2b,ViT,,,14.0,224,DFN,False,768.0,427.6,0.628,0.946,0.787,0.504,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=country",0.28300000000000003,1000,20.7,3.4,0.96,0.952,0.944,0.928,0.504,0.696,0.568,0.744,L
ViT-H-14,laion2b_s32b_b79k,ViT-H-14_laion2b_s32b_b79k,ViT,,,14.0,224,LAION-2B,False,1024.0,986.1,0.63,0.942,0.786,0.488,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=urban",0.29800000000000004,1000,14.9,5.3,0.952,0.96,0.952,0.904,0.488,0.64,0.592,0.8,H
coca_ViT-B-32,laion2b_s13b_b90k,coca_ViT-B-32_laion2b_s13b_b90k,ViT,,,32.0,224,LAION-2B,False,512.0,253.6,0.902,0.666,0.784,0.64,"obj=country, bg=country, co=urban",0.968,"obj=urban, bg=country, co=urban",0.14400000000000002,1000,14.1,1.9,0.744,0.64,0.64,0.64,0.864,0.968,0.848,0.928,B
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,convnext_xxlarge_laion2b_s34b_b82k_augreg_soup,ConvNeXt,,,,256,LAION-2B,False,,1200.6,0.654,0.912,0.783,0.496,"obj=urban, bg=country, co=country",0.928,"obj=country, bg=country, co=country",0.28700000000000003,1000,57.5,4.8,0.928,0.912,0.928,0.88,0.496,0.768,0.584,0.768,
ViT-H-14,metaclip_altogether,ViT-H-14_metaclip_altogether,ViT,,,14.0,224,MetaCLIP,False,1024.0,986.1,0.64,0.922,0.781,0.336,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.445,1000,44.8,5.3,0.976,0.928,0.96,0.824,0.336,0.736,0.584,0.904,H
MobileCLIP-B,datacompdr_lt,MobileCLIP-B_datacompdr_lt,MobileCLIP,,,,224,DataComp,False,,149.8,0.734,0.822,0.778,0.528,"obj=urban, bg=country, co=country",0.888,"obj=country, bg=country, co=country",0.25,1000,10.1,1.8,0.888,0.824,0.848,0.728,0.528,0.792,0.728,0.888,
ViT-B-16,metaclip_fullcc,ViT-B-16_metaclip_fullcc,ViT,,,16.0,224,MetaCLIP,False,512.0,149.6,0.81,0.746,0.778,0.728,"obj=country, bg=country, co=urban",0.856,"obj=urban, bg=urban, co=urban",0.050000000000000044,1000,9.2,2.0,0.752,0.728,0.768,0.736,0.8,0.832,0.752,0.856,B
ViT-B-32-quickgelu,laion400m_e31,ViT-B-32-quickgelu_laion400m_e31,ViT,,,32.0,224,LAION-400M,True,512.0,151.3,0.652,0.902,0.777,0.568,"obj=urban, bg=urban, co=country",0.936,"obj=country, bg=country, co=country",0.20900000000000007,1000,10.2,1.9,0.936,0.904,0.872,0.896,0.656,0.704,0.568,0.68,B
ViT-B-32-quickgelu,metaclip_400m,ViT-B-32-quickgelu_metaclip_400m,ViT,,,32.0,224,MetaCLIP,True,512.0,151.3,0.882,0.67,0.776,0.584,"obj=country, bg=urban, co=urban",0.944,"obj=urban, bg=urban, co=urban",0.19200000000000006,1000,9.7,2.0,0.768,0.664,0.664,0.584,0.88,0.872,0.832,0.944,B
RN50x4-quickgelu,openai,RN50x4-quickgelu_openai,ResNet,50.0,x4,,288,OpenAI WIT (400M),True,640.0,178.3,0.816,0.734,0.775,0.664,"obj=country, bg=urban, co=urban",0.928,"obj=urban, bg=urban, co=urban",0.11099999999999999,1000,8.8,2.8,0.816,0.736,0.72,0.664,0.712,0.816,0.808,0.928,
PE-Core-T-16-384,meta,PE-Core-T-16-384_meta,Other,,,,384,meta,False,,69.5,0.882,0.662,0.772,0.632,"obj=country, bg=urban, co=urban",0.928,"obj=urban, bg=urban, co=urban",0.14,1000,6.0,3.0,0.664,0.688,0.664,0.632,0.888,0.832,0.88,0.928,
ViT-B-16-plus-240,laion400m_e32,ViT-B-16-plus-240_laion400m_e32,ViT,,,16.0,240,LAION-400M,False,640.0,208.4,0.73,0.814,0.772,0.624,"obj=urban, bg=country, co=country",0.864,"obj=country, bg=urban, co=country",0.14800000000000002,1000,2.1,2.3,0.84,0.776,0.864,0.776,0.624,0.816,0.624,0.856,B
ViT-B-16-plus-240,laion400m_e31,ViT-B-16-plus-240_laion400m_e31,ViT,,,16.0,240,LAION-400M,False,640.0,208.4,0.73,0.814,0.772,0.624,"obj=urban, bg=country, co=country",0.864,"obj=country, bg=urban, co=country",0.14800000000000002,1000,12.0,2.2,0.84,0.776,0.864,0.776,0.624,0.816,0.624,0.856,B
ViT-B-32-quickgelu,laion400m_e32,ViT-B-32-quickgelu_laion400m_e32,ViT,,,32.0,224,LAION-400M,True,512.0,151.3,0.644,0.9,0.772,0.56,"obj=urban, bg=urban, co=country",0.936,"obj=country, bg=country, co=country",0.21199999999999997,1000,9.9,1.9,0.936,0.896,0.872,0.896,0.656,0.704,0.56,0.656,B
RN50,openai,RN50_openai,ResNet,50.0,x1,,224,OpenAI WIT (400M),False,1024.0,102.0,0.752,0.79,0.771,0.64,"obj=urban, bg=country, co=country",0.872,"obj=urban, bg=urban, co=urban",0.131,1000,6.3,2.2,0.832,0.8,0.776,0.752,0.64,0.776,0.72,0.872,
RN101-quickgelu,openai,RN101-quickgelu_openai,ResNet,101.0,x1,,224,OpenAI WIT (400M),True,512.0,119.7,0.748,0.792,0.77,0.656,"obj=urban, bg=country, co=country",0.88,"obj=urban, bg=urban, co=urban",0.11399999999999999,1000,7.3,2.3,0.824,0.824,0.776,0.744,0.656,0.768,0.688,0.88,
ViT-B-16,commonpool_l_basic_s1b_b8k,ViT-B-16_commonpool_l_basic_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.908,0.632,0.77,0.576,"obj=country, bg=urban, co=urban",0.96,"obj=urban, bg=country, co=urban",0.19400000000000006,1000,11.0,2.0,0.68,0.592,0.68,0.576,0.928,0.96,0.816,0.928,B
ViT-L-14-336,openai,ViT-L-14-336_openai,ViT,,,14.0,336,OpenAI WIT (400M),False,768.0,427.9,0.762,0.776,0.769,0.544,"obj=urban, bg=country, co=country",0.944,"obj=urban, bg=urban, co=urban",0.22499999999999998,1000,17.0,7.0,0.848,0.808,0.832,0.616,0.544,0.824,0.736,0.944,L
ViTamin-L2,datacomp1b,ViTamin-L2_datacomp1b,ViT,,,,224,DataComp,False,,687.6,0.634,0.902,0.768,0.472,"obj=urban, bg=country, co=country",0.944,"obj=country, bg=urban, co=country",0.29600000000000004,1000,36.5,3.6,0.936,0.888,0.944,0.84,0.472,0.72,0.52,0.824,
ViTamin-XL-384,datacomp1b,ViTamin-XL-384_datacomp1b,ViT,,,,256,DataComp,False,,924.8,0.586,0.95,0.768,0.424,"obj=urban, bg=country, co=country",0.968,"obj=country, bg=country, co=country",0.34400000000000003,1000,78.0,4.0,0.968,0.928,0.968,0.936,0.424,0.728,0.456,0.736,
ViT-B-16,datacomp_l_s1b_b8k,ViT-B-16_datacomp_l_s1b_b8k,ViT,,,16.0,224,DataComp,False,512.0,149.6,0.976,0.558,0.767,0.488,"obj=country, bg=urban, co=urban",0.992,"obj=urban, bg=country, co=country",0.279,1000,10.4,2.0,0.592,0.608,0.544,0.488,0.992,0.96,0.968,0.984,B
ViT-B-32,metaclip_fullcc,ViT-B-32_metaclip_fullcc,ViT,,,32.0,224,MetaCLIP,False,512.0,151.3,0.662,0.872,0.767,0.608,"obj=urban, bg=country, co=urban",0.92,"obj=country, bg=country, co=country",0.15900000000000003,1000,10.7,1.8,0.92,0.896,0.848,0.824,0.656,0.608,0.632,0.752,B
RN50x16,openai,RN50x16_openai,ResNet,50.0,x16,,384,OpenAI WIT (400M),False,768.0,291.0,0.982,0.548,0.765,0.504,"obj=country, bg=urban, co=urban",0.992,"obj=urban, bg=urban, co=country",0.261,1000,13.6,5.6,0.568,0.552,0.568,0.504,0.984,0.976,0.992,0.976,
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,convnext_xxlarge_laion2b_s34b_b82k_augreg_rewind,ConvNeXt,,,,256,LAION-2B,False,,1200.6,0.604,0.926,0.765,0.408,"obj=urban, bg=country, co=country",0.944,"obj=country, bg=country, co=country",0.35700000000000004,1000,24.5,5.3,0.944,0.944,0.928,0.888,0.408,0.696,0.544,0.768,
ViT-B-16,openai,ViT-B-16_openai,ViT,,,16.0,224,OpenAI WIT (400M),False,512.0,149.6,0.72,0.806,0.763,0.536,"obj=urban, bg=country, co=country",0.896,"obj=country, bg=country, co=country",0.22699999999999998,1000,8.0,2.1,0.896,0.76,0.864,0.704,0.536,0.768,0.688,0.888,B
ViT-bigG-14-quickgelu,metaclip_fullcc,ViT-bigG-14-quickgelu_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,True,1280.0,2539.6,0.57,0.952,0.761,0.432,"obj=urban, bg=urban, co=country",0.984,"obj=country, bg=urban, co=country",0.329,1000,189.9,14.3,0.968,0.936,0.984,0.92,0.464,0.664,0.432,0.72,bigG
ViT-H-14-worldwide,metaclip2_worldwide,ViT-H-14-worldwide_metaclip2_worldwide,ViT,,,14.0,224,MetaCLIP,False,1024.0,1858.8,0.62,0.902,0.761,0.44,"obj=urban, bg=country, co=country",0.952,"obj=country, bg=urban, co=country",0.321,1000,222.9,6.0,0.944,0.856,0.952,0.856,0.44,0.728,0.48,0.832,H
MobileCLIP-S1,datacompdr,MobileCLIP-S1_datacompdr,MobileCLIP,,,,256,DataComp,False,,85.0,0.656,0.864,0.76,0.504,"obj=urban, bg=country, co=country",0.888,"obj=country, bg=country, co=country",0.256,1000,6.5,4.1,0.888,0.864,0.872,0.832,0.504,0.72,0.56,0.84,
RN50x4,openai,RN50x4_openai,ResNet,50.0,x4,,288,OpenAI WIT (400M),False,640.0,178.3,0.824,0.69,0.757,0.584,"obj=country, bg=urban, co=urban",0.944,"obj=urban, bg=urban, co=urban",0.17300000000000004,1000,10.9,2.8,0.8,0.696,0.68,0.584,0.72,0.864,0.768,0.944,
RN101,openai,RN101_openai,ResNet,101.0,x1,,224,OpenAI WIT (400M),False,512.0,119.7,0.818,0.694,0.756,0.648,"obj=country, bg=urban, co=urban",0.92,"obj=urban, bg=urban, co=urban",0.10799999999999998,1000,8.2,1.9,0.76,0.696,0.672,0.648,0.776,0.84,0.736,0.92,
ViT-L-16-SigLIP2-384,webli,ViT-L-16-SigLIP2-384_webli,ViT,,,16.0,384,WebLI,False,,881.9,0.53,0.982,0.756,0.384,"obj=urban, bg=country, co=country",0.992,"obj=country, bg=country, co=country",0.372,1000,55.5,6.6,0.992,0.976,0.976,0.984,0.384,0.552,0.544,0.64,L
ViT-bigG-14-worldwide-378,metaclip2_worldwide,ViT-bigG-14-worldwide-378_metaclip2_worldwide,ViT,,,14.0,378,MetaCLIP,False,1280.0,3631.2,0.574,0.938,0.756,0.312,"obj=urban, bg=country, co=country",0.968,"obj=country, bg=urban, co=country",0.444,1000,337.7,38.1,0.96,0.92,0.968,0.904,0.312,0.696,0.472,0.816,bigG
ViT-L-14-336-quickgelu,openai,ViT-L-14-336-quickgelu_openai,ViT,,,14.0,336,OpenAI WIT (400M),True,768.0,427.9,0.6,0.91,0.755,0.336,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=country",0.419,1000,20.1,8.0,0.96,0.928,0.92,0.832,0.336,0.576,0.584,0.904,L
ViT-B-32,metaclip_400m,ViT-B-32_metaclip_400m,ViT,,,32.0,224,MetaCLIP,False,512.0,151.3,0.892,0.61,0.751,0.504,"obj=country, bg=urban, co=urban",0.928,"obj=urban, bg=country, co=urban",0.247,1000,10.0,1.8,0.704,0.632,0.6,0.504,0.832,0.928,0.88,0.928,B
ViT-L-16-SigLIP2-256,webli,ViT-L-16-SigLIP2-256_webli,ViT,,,16.0,256,WebLI,False,,881.5,0.522,0.978,0.75,0.344,"obj=urban, bg=country, co=country",0.984,"obj=country, bg=country, co=country",0.406,1000,50.3,2.5,0.984,0.976,0.976,0.976,0.344,0.56,0.504,0.68,L
RN50x16-quickgelu,openai,RN50x16-quickgelu_openai,ResNet,50.0,x16,,384,OpenAI WIT (400M),True,768.0,291.0,0.968,0.53,0.749,0.464,"obj=country, bg=urban, co=urban",0.976,"obj=urban, bg=urban, co=country",0.285,1000,15.7,5.0,0.584,0.56,0.512,0.464,0.968,0.96,0.976,0.968,
EVA01-g-14-plus,merged2b_s11b_b114k,EVA01-g-14-plus_merged2b_s11b_b114k,EVA,,,14.0,224,Merged,False,,1366.6,0.58,0.914,0.747,0.464,"obj=urban, bg=urban, co=country",0.952,"obj=country, bg=urban, co=country",0.283,1000,41.6,6.1,0.936,0.904,0.952,0.864,0.504,0.6,0.464,0.752,
ViT-B-32,laion400m_e31,ViT-B-32_laion400m_e31,ViT,,,32.0,224,LAION-400M,False,512.0,151.3,0.6,0.894,0.747,0.48,"obj=urban, bg=urban, co=country",0.928,"obj=country, bg=country, co=country",0.267,1000,10.3,1.7,0.928,0.904,0.872,0.872,0.584,0.688,0.48,0.648,B
ViT-L-14,openai,ViT-L-14_openai,ViT,,,14.0,224,OpenAI WIT (400M),False,768.0,427.6,0.768,0.726,0.747,0.544,"obj=urban, bg=country, co=country",0.952,"obj=urban, bg=urban, co=urban",0.20299999999999996,1000,8.2,3.4,0.816,0.736,0.768,0.584,0.544,0.84,0.736,0.952,L
ViT-L-16-SigLIP-256,webli,ViT-L-16-SigLIP-256_webli,ViT,,,16.0,256,WebLI,False,,652.2,0.532,0.962,0.747,0.368,"obj=urban, bg=urban, co=country",0.976,"obj=country, bg=country, co=country",0.379,1000,35.3,2.5,0.976,0.96,0.96,0.952,0.384,0.72,0.368,0.656,L
ViT-L-14-quickgelu,openai,ViT-L-14-quickgelu_openai,ViT,,,14.0,224,OpenAI WIT (400M),True,768.0,427.6,0.596,0.89,0.743,0.368,"obj=urban, bg=country, co=country",0.944,"obj=country, bg=country, co=country",0.375,1000,16.7,3.9,0.944,0.904,0.904,0.808,0.368,0.6,0.528,0.888,L
ViT-B-16-quickgelu,openai,ViT-B-16-quickgelu_openai,ViT,,,16.0,224,OpenAI WIT (400M),True,512.0,149.6,0.654,0.832,0.743,0.488,"obj=urban, bg=country, co=country",0.904,"obj=country, bg=country, co=country",0.255,1000,3.1,2.2,0.904,0.784,0.832,0.808,0.488,0.696,0.56,0.872,B
ViT-B-16,commonpool_l_laion_s1b_b8k,ViT-B-16_commonpool_l_laion_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.706,0.778,0.742,0.576,"obj=urban, bg=urban, co=country",0.848,"obj=country, bg=urban, co=country",0.16600000000000004,1000,9.9,2.1,0.8,0.744,0.848,0.72,0.616,0.8,0.576,0.832,B
ViT-B-32,laion400m_e32,ViT-B-32_laion400m_e32,ViT,,,32.0,224,LAION-400M,False,512.0,151.3,0.586,0.894,0.74,0.472,"obj=urban, bg=urban, co=country",0.944,"obj=country, bg=country, co=country",0.268,1000,3.0,1.7,0.944,0.904,0.864,0.864,0.56,0.672,0.472,0.64,B
ViT-H-14,metaclip_fullcc,ViT-H-14_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,False,1024.0,986.1,0.466,0.968,0.717,0.328,"obj=urban, bg=urban, co=country",0.992,"obj=country, bg=urban, co=country",0.38899999999999996,1000,45.1,5.3,0.968,0.968,0.992,0.944,0.352,0.504,0.328,0.68,H
nllb-clip-base-siglip,mrl,nllb-clip-base-siglip_mrl,SigLIP,,,,384,mrl,False,,507.5,0.46,0.95,0.705,0.208,"obj=urban, bg=country, co=country",0.96,"obj=country, bg=country, co=urban",0.497,1000,37.0,4.1,0.952,0.96,0.96,0.928,0.208,0.68,0.336,0.616,
ViT-B-32,openai,ViT-B-32_openai,ViT,,,32.0,224,OpenAI WIT (400M),False,512.0,151.3,0.548,0.856,0.702,0.408,"obj=urban, bg=country, co=country",0.912,"obj=country, bg=country, co=country",0.294,1000,1.5,1.8,0.912,0.888,0.84,0.784,0.408,0.52,0.536,0.728,B
RN101-quickgelu,yfcc15m,RN101-quickgelu_yfcc15m,ResNet,101.0,x1,,224,YFCC-15M,True,512.0,119.7,0.604,0.79,0.697,0.48,"obj=urban, bg=country, co=country",0.832,"obj=country, bg=country, co=country",0.21699999999999997,1000,9.6,2.3,0.832,0.768,0.832,0.728,0.48,0.64,0.576,0.72,
RN50-quickgelu,openai,RN50-quickgelu_openai,ResNet,50.0,x1,,224,OpenAI WIT (400M),True,1024.0,102.0,0.468,0.92,0.694,0.352,"obj=urban, bg=urban, co=country",0.944,"obj=country, bg=country, co=country",0.34199999999999997,1000,8.6,2.1,0.944,0.904,0.944,0.888,0.368,0.52,0.352,0.632,
RN101,yfcc15m,RN101_yfcc15m,ResNet,101.0,x1,,224,YFCC-15M,False,512.0,119.7,0.6,0.768,0.684,0.536,"obj=urban, bg=country, co=country",0.816,"obj=country, bg=urban, co=country",0.14800000000000002,1000,8.9,1.9,0.776,0.744,0.816,0.736,0.536,0.656,0.544,0.664,
RN50-quickgelu,cc12m,RN50-quickgelu_cc12m,ResNet,50.0,x1,,224,CC-12M,True,1024.0,102.0,0.456,0.852,0.654,0.312,"obj=urban, bg=urban, co=country",0.912,"obj=country, bg=country, co=country",0.342,1000,7.5,1.9,0.912,0.824,0.88,0.792,0.336,0.536,0.312,0.64,
ViT-H-14-quickgelu,metaclip_fullcc,ViT-H-14-quickgelu_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,True,1024.0,986.1,0.316,0.986,0.651,0.208,"obj=urban, bg=urban, co=country",0.992,"obj=country, bg=country, co=country",0.44300000000000006,1000,46.5,6.2,0.992,0.984,0.992,0.976,0.224,0.352,0.208,0.48,H
ViT-L-14,metaclip_400m,ViT-L-14_metaclip_400m,ViT,,,14.0,224,MetaCLIP,False,768.0,427.6,0.334,0.954,0.644,0.232,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.41200000000000003,1000,21.5,3.5,0.976,0.944,0.96,0.936,0.232,0.36,0.248,0.496,L
ViT-B-32,commonpool_m_text_s128m_b4k,ViT-B-32_commonpool_m_text_s128m_b4k,ViT,,,32.0,224,CommonPool,False,512.0,151.3,0.636,0.612,0.624,0.456,"obj=country, bg=urban, co=urban",0.76,"obj=country, bg=country, co=country",0.16799999999999998,1000,9.8,1.7,0.76,0.736,0.496,0.456,0.536,0.568,0.736,0.704,B
RN50-quickgelu,yfcc15m,RN50-quickgelu_yfcc15m,ResNet,50.0,x1,,224,YFCC-15M,True,1024.0,102.0,0.532,0.702,0.617,0.488,"obj=urban, bg=country, co=country",0.768,"obj=country, bg=country, co=country",0.129,1000,7.0,2.0,0.768,0.696,0.672,0.672,0.488,0.512,0.552,0.576,
ViT-B-32-quickgelu,openai,ViT-B-32-quickgelu_openai,ViT,,,32.0,224,OpenAI WIT (400M),True,512.0,151.3,0.29,0.94,0.615,0.184,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.431,1000,8.7,2.0,0.976,0.92,0.976,0.888,0.184,0.288,0.24,0.448,B
