model_name,pretrained_tag,model_id,arch_family,resnet_depth,resnet_multiplier,patch_size,image_size,training_data,quickgelu,embed_dim,total_params_M,acc_gt_text1,acc_gt_text2,avg_accuracy,worst_group_accuracy,worst_group,best_group_accuracy,best_group,accuracy_gap,total_images,load_time_s,encode_time_s,"acc_obj=country, bg=country, co=country","acc_obj=country, bg=country, co=urban","acc_obj=country, bg=urban, co=country","acc_obj=country, bg=urban, co=urban","acc_obj=urban, bg=country, co=country","acc_obj=urban, bg=country, co=urban","acc_obj=urban, bg=urban, co=country","acc_obj=urban, bg=urban, co=urban",vit_size
ViT-SO400M-14-SigLIP-384,webli,ViT-SO400M-14-SigLIP-384_webli,ViT,,,,384,WebLI,False,,878.0,0.922,0.906,0.914,0.864,"obj=country, bg=urban, co=urban",0.96,"obj=urban, bg=urban, co=urban",0.050000000000000044,1000,10.5,9.6,0.936,0.904,0.92,0.864,0.928,0.92,0.88,0.96,
ViT-SO400M-14-SigLIP,webli,ViT-SO400M-14-SigLIP_webli,ViT,,,,224,WebLI,False,,877.4,0.912,0.904,0.908,0.864,"obj=urban, bg=urban, co=country",0.976,"obj=urban, bg=urban, co=urban",0.04400000000000004,1000,107.8,3.8,0.92,0.896,0.92,0.88,0.888,0.92,0.864,0.976,
ViT-SO400M-14-SigLIP-378,webli,ViT-SO400M-14-SigLIP-378_webli,ViT,,,,378,WebLI,False,,878.0,0.946,0.868,0.907,0.816,"obj=country, bg=urban, co=urban",0.976,"obj=urban, bg=urban, co=urban",0.09100000000000008,1000,44.3,10.4,0.904,0.872,0.88,0.816,0.928,0.944,0.936,0.976,
ViT-B-16-SigLIP2-384,webli,ViT-B-16-SigLIP2-384_webli,ViT,,,16.0,384,WebLI,False,,375.5,0.96,0.846,0.903,0.784,"obj=country, bg=urban, co=urban",0.984,"obj=urban, bg=country, co=urban",0.119,1000,25.0,4.1,0.88,0.848,0.872,0.784,0.904,0.984,0.968,0.984,B
ViT-H-14-quickgelu,dfn5b,ViT-H-14-quickgelu_dfn5b,ViT,,,14.0,224,DFN,True,1024.0,986.1,0.898,0.902,0.9,0.848,"obj=urban, bg=country, co=country",0.96,"obj=urban, bg=urban, co=urban",0.052000000000000046,1000,46.0,6.2,0.944,0.936,0.872,0.856,0.848,0.904,0.88,0.96,H
ViT-gopt-16-SigLIP2-384,webli,ViT-gopt-16-SigLIP2-384_webli,ViT,,,16.0,384,WebLI,False,,1871.9,0.86,0.934,0.897,0.736,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.16100000000000003,1000,103.2,15.3,0.976,0.92,0.952,0.888,0.736,0.92,0.824,0.96,gopt
ViT-B-16-SigLIP2-512,webli,ViT-B-16-SigLIP2-512_webli,ViT,,,16.0,512,WebLI,False,,375.8,0.952,0.842,0.897,0.776,"obj=country, bg=urban, co=urban",0.984,"obj=urban, bg=urban, co=urban",0.121,1000,24.8,7.1,0.88,0.848,0.864,0.776,0.912,0.968,0.944,0.984,B
ViT-B-16-SigLIP2,webli,ViT-B-16-SigLIP2_webli,ViT,,,16.0,224,WebLI,False,,375.2,0.946,0.842,0.894,0.832,"obj=country, bg=country, co=urban",0.976,"obj=urban, bg=urban, co=urban",0.062000000000000055,1000,25.1,2.0,0.864,0.832,0.832,0.84,0.88,0.96,0.968,0.976,B
MobileCLIP2-L-14,dfndr2b,MobileCLIP2-L-14_dfndr2b,MobileCLIP,,,,224,DFN,False,,427.6,0.938,0.85,0.894,0.824,"obj=country, bg=urban, co=urban",0.968,"obj=urban, bg=urban, co=urban",0.07000000000000006,1000,26.1,3.1,0.896,0.848,0.832,0.824,0.896,0.952,0.936,0.968,
ViT-H-14-378-quickgelu,dfn5b,ViT-H-14-378-quickgelu_dfn5b,ViT,,,14.0,378,DFN,True,1024.0,986.7,0.97,0.816,0.893,0.784,"obj=country, bg=urban, co=urban",1.0,"obj=urban, bg=country, co=urban",0.10899999999999999,1000,43.6,17.3,0.864,0.8,0.816,0.784,0.96,1.0,0.944,0.976,H
xlm-roberta-large-ViT-H-14,frozen_laion5b_s13b_b90k,xlm-roberta-large-ViT-H-14_frozen_laion5b_s13b_b90k,ViT,,,14.0,224,frozen_laion5b_s13b_b90k,False,1024.0,1193.0,0.932,0.85,0.891,0.792,"obj=country, bg=urban, co=urban",0.984,"obj=urban, bg=urban, co=urban",0.09899999999999998,1000,60.3,5.9,0.904,0.84,0.864,0.792,0.888,0.96,0.896,0.984,H
ViT-B-16-SigLIP2-256,webli,ViT-B-16-SigLIP2-256_webli,ViT,,,16.0,256,WebLI,False,,375.2,0.914,0.86,0.887,0.824,"obj=country, bg=urban, co=country",0.96,"obj=urban, bg=urban, co=urban",0.06300000000000006,1000,23.8,1.4,0.912,0.864,0.824,0.84,0.832,0.928,0.936,0.96,B
MobileCLIP2-S3,dfndr2b,MobileCLIP2-S3_dfndr2b,MobileCLIP,,,,256,DFN,False,,248.9,0.884,0.884,0.884,0.84,"obj=country, bg=urban, co=urban",0.92,"obj=urban, bg=urban, co=urban",0.04400000000000004,1000,14.9,2.6,0.912,0.88,0.904,0.84,0.864,0.896,0.856,0.92,
ViT-H-14-CLIPA-336,laion2b,ViT-H-14-CLIPA-336_laion2b,ViT,,,14.0,336,LAION-2B,False,1024.0,968.6,0.83,0.936,0.883,0.704,"obj=urban, bg=country, co=country",0.968,"obj=country, bg=country, co=country",0.17900000000000005,1000,48.4,12.2,0.968,0.928,0.928,0.92,0.704,0.848,0.856,0.912,H
MobileCLIP2-S2,dfndr2b,MobileCLIP2-S2_dfndr2b,MobileCLIP,,,,256,DFN,False,,99.2,0.942,0.824,0.883,0.744,"obj=country, bg=urban, co=urban",0.968,"obj=urban, bg=country, co=urban",0.139,1000,8.0,2.6,0.872,0.84,0.84,0.744,0.896,0.968,0.944,0.96,
PE-Core-bigG-14-448,meta,PE-Core-bigG-14-448_meta,Other,,,,448,meta,False,,2419.3,0.988,0.77,0.879,0.72,"obj=country, bg=urban, co=urban",1.0,"obj=urban, bg=urban, co=urban",0.15900000000000003,1000,194.6,42.6,0.824,0.736,0.8,0.72,0.992,0.992,0.968,1.0,
nllb-clip-large-siglip,v1,nllb-clip-large-siglip_v1,SigLIP,,,,384,v1,False,,1195.5,0.852,0.902,0.877,0.776,"obj=urban, bg=urban, co=country",0.928,"obj=country, bg=country, co=country",0.10099999999999998,1000,71.7,9.6,0.928,0.904,0.896,0.88,0.856,0.888,0.776,0.888,
ViT-SO400M-16-SigLIP-i18n-256,webli,ViT-SO400M-16-SigLIP-i18n-256_webli,ViT,,,,256,WebLI,False,,1127.4,0.856,0.89,0.873,0.8,"obj=urban, bg=country, co=country",0.912,"obj=country, bg=urban, co=country",0.07299999999999995,1000,142.7,3.2,0.88,0.88,0.912,0.888,0.8,0.864,0.848,0.912,
ViT-SO400M-16-SigLIP2-512,webli,ViT-SO400M-16-SigLIP2-512_webli,ViT,,,,512,WebLI,False,,1136.6,0.816,0.928,0.872,0.64,"obj=urban, bg=country, co=country",0.976,"obj=country, bg=country, co=country",0.23199999999999998,1000,67.5,14.4,0.976,0.896,0.96,0.88,0.64,0.944,0.72,0.96,
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-L-14_mscoco_finetuned_laion2b_s13b_b90k,ViT,,,14.0,224,LAION-2B,False,768.0,638.5,0.876,0.868,0.872,0.776,"obj=urban, bg=country, co=country",0.96,"obj=urban, bg=urban, co=urban",0.09599999999999997,1000,31.3,3.4,0.904,0.88,0.864,0.824,0.776,0.928,0.84,0.96,L
MobileCLIP2-S4,dfndr2b,MobileCLIP2-S4_dfndr2b,MobileCLIP,,,,256,DFN,False,,445.4,0.89,0.854,0.872,0.824,"obj=country, bg=urban, co=urban",0.928,"obj=urban, bg=urban, co=urban",0.04800000000000004,1000,25.0,2.7,0.872,0.84,0.88,0.824,0.856,0.92,0.856,0.928,
MobileCLIP2-B,dfndr2b,MobileCLIP2-B_dfndr2b,MobileCLIP,,,,224,DFN,False,,149.8,0.894,0.846,0.87,0.808,"obj=country, bg=country, co=urban",0.952,"obj=urban, bg=urban, co=urban",0.061999999999999944,1000,9.6,1.7,0.896,0.808,0.864,0.816,0.84,0.936,0.848,0.952,
ViT-H-14-worldwide-378,metaclip2_worldwide,ViT-H-14-worldwide-378_metaclip2_worldwide,ViT,,,14.0,378,MetaCLIP,False,1024.0,1859.4,0.88,0.856,0.868,0.768,"obj=country, bg=urban, co=urban",0.984,"obj=urban, bg=urban, co=urban",0.09999999999999998,1000,92.1,16.1,0.928,0.792,0.936,0.768,0.808,0.96,0.768,0.984,H
ViT-B-32-SigLIP2-256,webli,ViT-B-32-SigLIP2-256_webli,ViT,,,32.0,256,WebLI,False,,376.9,0.92,0.814,0.867,0.792,"obj=country, bg=country, co=urban",0.96,"obj=urban, bg=country, co=urban",0.07499999999999996,1000,24.9,1.2,0.84,0.792,0.816,0.808,0.872,0.96,0.912,0.936,B
ViT-H-14-CLIPA-336,datacomp1b,ViT-H-14-CLIPA-336_datacomp1b,ViT,,,14.0,336,DataComp,False,1024.0,968.6,0.856,0.876,0.866,0.784,"obj=urban, bg=urban, co=country",0.928,"obj=country, bg=country, co=country",0.08199999999999996,1000,45.8,12.1,0.928,0.848,0.92,0.808,0.808,0.904,0.784,0.928,H
ViT-H-14-378,dfn5b,ViT-H-14-378_dfn5b,ViT,,,14.0,378,DFN,False,1024.0,986.7,0.85,0.882,0.866,0.824,"obj=urban, bg=country, co=country",0.92,"obj=country, bg=country, co=urban",0.04200000000000004,1000,58.4,14.3,0.896,0.92,0.864,0.848,0.824,0.912,0.824,0.84,H
ViT-L-14-quickgelu,dfn2b,ViT-L-14-quickgelu_dfn2b,ViT,,,14.0,224,DFN,True,768.0,427.6,0.82,0.902,0.861,0.76,"obj=urban, bg=urban, co=country",0.928,"obj=country, bg=country, co=country",0.10099999999999998,1000,23.2,3.9,0.928,0.912,0.896,0.872,0.768,0.872,0.76,0.88,L
ViT-B-16-SigLIP-512,webli,ViT-B-16-SigLIP-512_webli,ViT,,,16.0,512,WebLI,False,,203.8,0.778,0.942,0.86,0.656,"obj=urban, bg=country, co=country",0.944,"obj=country, bg=country, co=country",0.20399999999999996,1000,13.6,7.2,0.944,0.936,0.944,0.944,0.656,0.84,0.776,0.84,B
ViT-H-14-CLIPA,datacomp1b,ViT-H-14-CLIPA_datacomp1b,ViT,,,14.0,224,DataComp,False,1024.0,968.2,0.836,0.882,0.859,0.792,"obj=urban, bg=country, co=country",0.928,"obj=country, bg=country, co=country",0.06699999999999995,1000,45.1,5.7,0.928,0.864,0.904,0.832,0.792,0.864,0.792,0.896,H
nllb-clip-large,v1,nllb-clip-large_v1,Other,,,,224,v1,False,1024.0,1399.2,0.776,0.942,0.859,0.736,"obj=urban, bg=country, co=country",0.968,"obj=country, bg=country, co=country",0.123,1000,84.0,5.9,0.968,0.944,0.928,0.928,0.736,0.744,0.776,0.848,
