base_config,from_patch,to_patch,from_metric,to_metric,effect_pp,direction
CLIP / LAION-400m / B,16,32,77.3611111111111,81.94444444444446,4.583333333333357,increase
SigLIP2 / WebLI-10b / B,16,32,86.80555555555556,86.66666666666667,-0.13888888888888573,increase
CLIP / CommonCrawl-2.5b / B,16,32,69.44444444444444,76.38888888888889,6.944444444444443,increase
CLIP / MetaCLIP-400m / B,16,32,70.27777777777777,70.83333333333334,0.5555555555555713,increase
CLIP / OpenAI-400m / B,16,32,72.22222222222221,75.83333333333333,3.6111111111111143,increase
CLIP / DataComp-1b / B,16,32,75.55555555555556,72.22222222222221,-3.333333333333343,increase
CLIP / LAION-2b / B,16,32,81.11111111111111,80.27777777777779,-0.8333333333333286,increase
