,Worst-Group Accuracy
total_params_M,0.5354647349485181
image_size,0.16231730920221063
patch_size_num,-0.5667097415845922
num_tokens,0.48437652805151526
embed_dim,0.48986824059055356
training_data_size_M,0.4300344342516066
