,Worst-Group Accuracy
total_params_M,0.12426144759392325
image_size,0.15339140252881545
patch_size_num,-0.2667396847976274
num_tokens,0.27370486759035884
embed_dim,0.10006890302598918
training_data_size_M,0.5304668460274993
