model_id,model_name,training_objective,arch_family,total_params_M,image_size,training_data,top1_accuracy,worst_group_accuracy,avg_accuracy,accuracy_gap,imagenet_acc,wg_acc,robustness_gap,robustness_ratio
RN50x16_openai,RN50x16,CLIP,ResNet,291.0,384,OpenAI-400m,0.7015399999999999,0.504,0.765,0.261,0.7015399999999999,0.504,0.19753999999999994,0.7184194771502694
ViT-B-32_datacomp_xl_s13b_b90k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-12.8b,0.69194,0.72,0.79,0.07000000000000006,0.69194,0.72,-0.028059999999999974,1.040552649073619
ViTamin-B_datacomp1b,ViTamin-B,CLIP,ViTamin,151.0,224,DataComp-1b,0.69084,0.672,0.799,0.127,0.69084,0.672,0.018839999999999968,0.9727288518325518
ViT-B-16-plus-240_laion400m_e32,ViT-B-16-plus-240,CLIP,CLIP,208.4,240,LAION-400m,0.69056,0.624,0.772,0.14800000000000002,0.69056,0.624,0.06655999999999995,0.9036144578313253
ViT-B-16-plus-240_laion400m_e31,ViT-B-16-plus-240,CLIP,CLIP,208.4,240,LAION-400m,0.69056,0.624,0.772,0.14800000000000002,0.69056,0.624,0.06655999999999995,0.9036144578313253
ViT-B-16_metaclip_fullcc,ViT-B-16,CLIP,CLIP,149.6,224,CommonCrawl-2.5b,0.6869,0.728,0.778,0.050000000000000044,0.6869,0.728,-0.041100000000000025,1.0598340369777262
ViT-B-16-quickgelu_openai,ViT-B-16-quickgelu,CLIP,CLIP,149.6,224,OpenAI-400m,0.68336,0.488,0.743,0.255,0.68336,0.488,0.19535999999999998,0.7141184734254273
ViT-B-32-quickgelu_metaclip_fullcc,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,CommonCrawl-2.5b,0.6762,0.776,0.815,0.038999999999999924,0.6762,0.776,-0.0998,1.147589470570837
ViT-B-16_metaclip_400m,ViT-B-16,CLIP,CLIP,149.6,224,MetaCLIP-400m,0.6710200000000001,0.72,0.82,0.09999999999999998,0.6710200000000001,0.72,-0.04897999999999991,1.0729933534022829
ViT-B-16_laion400m_e32,ViT-B-16,CLIP,CLIP,149.6,224,LAION-400m,0.67054,0.688,0.81,0.12200000000000011,0.67054,0.688,-0.01745999999999992,1.0260387150654695
ViT-B-16_laion400m_e31,ViT-B-16,CLIP,CLIP,149.6,224,LAION-400m,0.66988,0.72,0.815,0.09499999999999997,0.66988,0.72,-0.05011999999999994,1.0748193706335463
ViT-B-32_laion2b_s34b_b79k,ViT-B-32,CLIP,CLIP,151.3,224,LAION-2b,0.6654800000000001,0.704,0.827,0.123,0.6654800000000001,0.704,-0.03851999999999989,1.0578830317965977
convnext_base_laion400m_s13b_b51k,convnext_base,CLIP,ConvNeXt,151.5,224,LAION-400m,0.66278,0.696,0.824,0.128,0.66278,0.696,-0.033219999999999916,1.0501222124988683
RN50x4-quickgelu_openai,RN50x4-quickgelu,CLIP,ResNet,178.3,288,OpenAI-400m,0.66254,0.664,0.775,0.11099999999999999,0.66254,0.664,-0.0014600000000000168,1.002203640534911
ViT-B-32_laion2b_e16,ViT-B-32,CLIP,CLIP,151.3,224,LAION-2b,0.65652,0.616,0.804,0.18800000000000006,0.65652,0.616,0.04052,0.93828063120697
ViT-B-32-quickgelu_metaclip_400m,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,MetaCLIP-400m,0.65578,0.584,0.776,0.19200000000000006,0.65578,0.584,0.07178000000000007,0.8905425600048796
ViT-B-32_metaclip_fullcc,ViT-B-32,CLIP,CLIP,151.3,224,CommonCrawl-2.5b,0.64876,0.608,0.767,0.15900000000000003,0.64876,0.608,0.04076000000000002,0.937172452062396
RN50x4_openai,RN50x4,CLIP,ResNet,178.3,288,OpenAI-400m,0.6483599999999999,0.584,0.757,0.17300000000000004,0.6483599999999999,0.584,0.06435999999999997,0.9007341600345488
ViT-B-16_openai,ViT-B-16,CLIP,CLIP,149.6,224,OpenAI-400m,0.6439400000000001,0.536,0.763,0.22699999999999998,0.6439400000000001,0.536,0.10794000000000004,0.8323756871758238
coca_ViT-B-32_laion2b_s13b_b90k,coca_ViT-B-32,CoCa,CoCa,253.6,224,LAION-2b,0.63586,0.64,0.784,0.14400000000000002,0.63586,0.64,-0.0041400000000000325,1.006510867172019
ViTamin-S-LTT_datacomp1b,ViTamin-S-LTT,CLIP,ViTamin,145.8,224,DataComp-1b,0.63376,0.696,0.802,0.1060000000000001,0.63376,0.696,-0.06223999999999996,1.0982075233526887
ViT-B-32-quickgelu_openai,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,OpenAI-400m,0.63348,0.184,0.615,0.431,0.63348,0.184,0.44948000000000005,0.29045905158805324
coca_ViT-B-32_mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-B-32,CoCa,CoCa,253.6,224,LAION-2b,0.6331,0.016,0.503,0.487,0.6331,0.016,0.6171,0.02527246880429632
ViT-B-16_datacomp_l_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,DataComp-1b,0.631,0.488,0.767,0.279,0.631,0.488,0.14300000000000002,0.7733755942947702
ViT-B-32-quickgelu_laion400m_e31,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,LAION-400m,0.6296200000000001,0.568,0.777,0.20900000000000007,0.6296200000000001,0.568,0.06162000000000012,0.9021314443632665
ViT-B-32-quickgelu_laion400m_e32,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,LAION-400m,0.62942,0.56,0.772,0.21199999999999997,0.62942,0.56,0.06941999999999993,0.8897079851291666
xlm-roberta-base-ViT-B-32_laion5b_s13b_b90k,xlm-roberta-base-ViT-B-32,CLIP,XLM-RoBERTa-CLIP,366.1,224,LAION-5b,0.6235,0.704,0.814,0.10999999999999999,0.6235,0.704,-0.0804999999999999,1.1291098636728145
RN101-quickgelu_openai,RN101-quickgelu,CLIP,ResNet,119.7,224,OpenAI-400m,0.623,0.656,0.77,0.11399999999999999,0.623,0.656,-0.03300000000000003,1.0529695024077046
ViTamin-S_datacomp1b,ViTamin-S,CLIP,ViTamin,62.5,224,DataComp-1b,0.6222,0.648,0.802,0.15400000000000003,0.6222,0.648,-0.025800000000000045,1.0414657666345228
PE-Core-T-16-384_meta,PE-Core-T-16-384,CLIP,PE,69.5,384,MetaCLIP-5.4b,0.62112,0.632,0.772,0.14,0.62112,0.632,-0.01088,1.0175167439464194
roberta-ViT-B-32_laion2b_s12b_b32k,roberta-ViT-B-32,CLIP,RoBERTa-CLIP,212.7,224,LAION-2b,0.6175,0.664,0.789,0.125,0.6175,0.664,-0.046499999999999986,1.0753036437246963
ViT-B-32_metaclip_400m,ViT-B-32,CLIP,CLIP,151.3,224,MetaCLIP-400m,0.61694,0.504,0.751,0.247,0.61694,0.504,0.11294000000000004,0.8169351962913735
RN101_openai,RN101,CLIP,ResNet,119.7,224,OpenAI-400m,0.60482,0.648,0.756,0.10799999999999998,0.60482,0.648,-0.043179999999999996,1.071393141761185
ViT-B-32_laion400m_e32,ViT-B-32,CLIP,CLIP,151.3,224,LAION-400m,0.60232,0.472,0.74,0.268,0.60232,0.472,0.13032,0.7836366051268429
ViT-B-32_laion400m_e31,ViT-B-32,CLIP,CLIP,151.3,224,LAION-400m,0.60228,0.48,0.747,0.267,0.60228,0.48,0.12228000000000006,0.7969715082685793
RN50-quickgelu_openai,RN50-quickgelu,CLIP,ResNet,102.0,224,OpenAI-400m,0.5981799999999999,0.352,0.694,0.34199999999999997,0.5981799999999999,0.352,0.24617999999999995,0.5884516366311144
ViT-B-32_openai,ViT-B-32,CLIP,CLIP,151.3,224,OpenAI-400m,0.59606,0.408,0.702,0.294,0.59606,0.408,0.18806000000000006,0.6844948495117941
RN50_openai,RN50,CLIP,ResNet,102.0,224,OpenAI-400m,0.57908,0.64,0.771,0.131,0.57908,0.64,-0.060919999999999974,1.1052013538716585
ViT-B-16_commonpool_l_clip_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.57772,0.744,0.81,0.06600000000000006,0.57772,0.744,-0.16627999999999998,1.2878210898012878
ViT-B-16_commonpool_l_image_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.57206,0.528,0.79,0.262,0.57206,0.528,0.04405999999999999,0.9229801069817851
ViT-H-14-worldwide_metaclip2_worldwide,ViT-H-14-worldwide,CLIP,CLIP,1858.8,224,MetaCLIP2-2.5b,0.56204,0.44,0.761,0.321,0.56204,0.44,0.12203999999999998,0.7828624297203046
ViT-B-16_commonpool_l_text_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.5607,0.648,0.801,0.15300000000000002,0.5607,0.648,-0.08730000000000004,1.1556982343499198
ViT-B-16_commonpool_l_laion_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.5525800000000001,0.576,0.742,0.16600000000000004,0.5525800000000001,0.576,-0.023419999999999885,1.0423830033660282
ViT-B-16_commonpool_l_basic_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.51576,0.576,0.77,0.19400000000000006,0.51576,0.576,-0.06023999999999996,1.1167985109353187
nllb-clip-large-siglip_v1,nllb-clip-large-siglip,CLIP,NLLB-SigLIP,1195.5,384,WebLI-10b,0.48497999999999997,0.776,0.877,0.10099999999999998,0.48497999999999997,0.776,-0.29102000000000006,1.6000659821023548
nllb-clip-large-siglip_mrl,nllb-clip-large-siglip,CLIP,NLLB-SigLIP,1195.5,384,WebLI-10b,0.46548,0.744,0.855,0.11099999999999999,0.46548,0.744,-0.27852,1.5983500902294405
ViT-B-16_commonpool_l_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.45887999999999995,0.648,0.791,0.14300000000000002,0.45887999999999995,0.648,-0.18912000000000007,1.4121338912133894
nllb-clip-base-siglip_v1,nllb-clip-base-siglip,CLIP,NLLB-SigLIP,507.5,384,WebLI-10b,0.37526000000000004,0.744,0.824,0.07999999999999996,0.37526000000000004,0.744,-0.36873999999999996,1.9826253797367157
nllb-clip-base-siglip_mrl,nllb-clip-base-siglip,CLIP,NLLB-SigLIP,507.5,384,WebLI-10b,0.37061999999999995,0.208,0.705,0.497,0.37061999999999995,0.208,0.16261999999999996,0.5612217365495656
nllb-clip-large_v1,nllb-clip-large,CLIP,NNLB-CLIP,1399.2,224,LAION-2b,0.36713999999999997,0.736,0.859,0.123,0.36713999999999997,0.736,-0.36886,2.004684861360789
RN50-quickgelu_cc12m,RN50-quickgelu,CLIP,ResNet,102.0,224,CC-12m,0.36448,0.312,0.654,0.342,0.36448,0.312,0.05248000000000003,0.8560140474100087
RN50_cc12m,RN50,CLIP,ResNet,102.0,224,CC-12m,0.35898,0.2,0.597,0.39699999999999996,0.35898,0.2,0.15898,0.5571341021783943
RN101-quickgelu_yfcc15m,RN101-quickgelu,CLIP,ResNet,119.7,224,YFCC-15m,0.34868000000000005,0.48,0.697,0.21699999999999997,0.34868000000000005,0.48,-0.13131999999999994,1.3766203969255475
RN101_yfcc15m,RN101,CLIP,ResNet,119.7,224,YFCC-15m,0.34054,0.536,0.684,0.14800000000000002,0.34054,0.536,-0.19546000000000002,1.5739707523345277
RN50-quickgelu_yfcc15m,RN50-quickgelu,CLIP,ResNet,102.0,224,YFCC-15m,0.32768,0.488,0.617,0.129,0.32768,0.488,-0.16031999999999996,1.4892578124999998
RN50_yfcc15m,RN50,CLIP,ResNet,102.0,224,YFCC-15m,0.32356,0.392,0.607,0.21499999999999997,0.32356,0.392,-0.06844,1.211521819755223
ViT-B-32_datacomp_m_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-128m,0.29708,0.432,0.595,0.16299999999999998,0.29708,0.432,-0.13491999999999998,1.4541537632960817
ViT-B-32_commonpool_m_clip_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.27198,0.44,0.614,0.174,0.27198,0.44,-0.16802,1.6177660122067798
ViT-B-32_commonpool_m_image_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.26780000000000004,0.384,0.601,0.21699999999999997,0.26780000000000004,0.384,-0.11619999999999997,1.4339058999253171
ViT-B-32_commonpool_m_text_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.25504,0.456,0.624,0.16799999999999998,0.25504,0.456,-0.20096000000000003,1.7879548306148056
nllb-clip-base_v1,nllb-clip-base,CLIP,NNLB-CLIP,501.9,224,OpenAI-400m,0.24306,0.128,0.573,0.44499999999999995,0.24306,0.128,0.11506,0.5266189418250637
ViT-B-32_commonpool_m_laion_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.23036,0.36,0.589,0.22899999999999998,0.23036,0.36,-0.12963999999999998,1.5627713144643165
ViT-B-32_commonpool_m_basic_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.22566,0.4,0.565,0.16499999999999992,0.22566,0.4,-0.17434000000000002,1.7725782150137377
ViT-B-32_commonpool_m_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.17564,0.4,0.567,0.16699999999999993,0.17564,0.4,-0.22436000000000003,2.277385561375541
ViT-B-32_commonpool_s_clip_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.05048,0.232,0.539,0.30700000000000005,0.05048,0.232,-0.18152000000000001,4.595879556259906
ViT-B-32_commonpool_s_text_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.046020000000000005,0.152,0.507,0.355,0.046020000000000005,0.152,-0.10597999999999999,3.302911777488048
ViT-B-32_datacomp_s_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-13m,0.0391,0.152,0.506,0.354,0.0391,0.152,-0.1129,3.887468030690537
ViT-B-32_commonpool_s_image_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.0391,0.152,0.506,0.354,0.0391,0.152,-0.1129,3.887468030690537
ViT-B-32_commonpool_s_basic_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.03766,0.176,0.524,0.34800000000000003,0.03766,0.176,-0.13834,4.6733935209771635
ViT-B-32_commonpool_s_laion_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.03048,0.192,0.505,0.313,0.03048,0.192,-0.16152,6.299212598425197
ViT-B-32_commonpool_s_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.02694,0.368,0.508,0.14,0.02694,0.368,-0.34106,13.659985152190053
