,Worst-Group Accuracy
total_params_M,0.5595484130416546
image_size,0.3070230630830152
patch_size_num,-0.5994580430295616
num_tokens,0.620400855106059
embed_dim,0.6373973715535605
training_data_size_M,0.3330180229663948
