Method,MeanRank,StdRank
badd,2.8333333333333335,2.852873794770615
flac,3.3333333333333335,1.4907119849998598
maviasb,3.6666666666666665,2.924988129130708
debian,6.333333333333333,1.4907119849998596
bb,6.5,4.387482193696061
lff,6.833333333333333,1.6749792701868151
end,6.916666666666667,1.0172129679778088
di,7.166666666666667,3.287180487219337
sd,8.0,3.2145502536643185
groupdro,8.5,4.349329450233296
erm,8.583333333333334,1.4837078178970713
jtt,9.333333333333334,2.3570226039551585
