model_name,pretrained_tag,model_id,arch_family,resnet_depth,resnet_multiplier,patch_size,image_size,training_data,quickgelu,embed_dim,total_params_M,avg_accuracy,overall_accuracy,worst_group_accuracy,worst_group,best_group_accuracy,best_group,accuracy_gap,total_images,load_time_s,encode_time_s,acc_blonde_female,acc_blonde_male,acc_non-blonde_female,acc_non-blonde_male,vit_size
ViT-B-16,datacomp_xl_s13b_b90k,ViT-B-16_datacomp_xl_s13b_b90k,ViT,,,16.0,224,DataComp,False,512.0,149.6,0.9007113515679792,0.9007113515679792,0.8666666666666667,blonde_male,0.9342741935483871,blonde_female,0.034044684901312516,19962,8.4,34.0,0.9342741935483871,0.8666666666666667,0.8836899764513156,0.9125414731254148,B
ViT-L-14,metaclip_fullcc,ViT-L-14_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,False,768.0,427.6,0.9006111612062919,0.9006111612062919,0.85,blonde_male,0.9254032258064516,blonde_female,0.050611161206291944,19962,20.3,62.6,0.9254032258064516,0.85,0.8871710863110474,0.9110816191108162,L
RN50-quickgelu,cc12m,RN50-quickgelu_cc12m,ResNet,50.0,x1,,224,CC-12M,True,1024.0,102.0,0.9002103997595431,0.9002103997595431,0.2611111111111111,blonde_male,0.981021897810219,non-blonde_male,0.6390992886484319,19962,12.4,31.1,0.42016129032258065,0.2611111111111111,0.9715368076174875,0.981021897810219,
ViT-L-14,commonpool_xl_clip_s13b_b90k,ViT-L-14_commonpool_xl_clip_s13b_b90k,ViT,,,14.0,224,CommonPool,False,768.0,427.6,0.8996092575894199,0.8996092575894199,0.8055555555555556,blonde_male,0.9334677419354839,blonde_female,0.09405370203386432,19962,20.8,62.7,0.9334677419354839,0.8055555555555556,0.8710965496058155,0.9276708692767087,L
ViT-H-14-worldwide,metaclip2_worldwide,ViT-H-14-worldwide_metaclip2_worldwide,ViT,,,14.0,224,MetaCLIP,False,1024.0,1858.8,0.8988077346959222,0.8988077346959222,0.8277777777777777,blonde_male,0.9262096774193549,blonde_female,0.07102995691814451,19962,305.1,122.1,0.9262096774193549,0.8277777777777777,0.8843042899559742,0.9102853351028534,H
ViT-B-32-quickgelu,openai,ViT-B-32-quickgelu_openai,ViT,,,32.0,224,OpenAI WIT (400M),True,512.0,151.3,0.8986574491533914,0.8986574491533914,0.75,blonde_male,0.9068548387096774,blonde_female,0.1486574491533914,19962,11.5,30.3,0.9068548387096774,0.75,0.8938261492781816,0.9057730590577306,B
ViT-H-14-378-quickgelu,dfn5b,ViT-H-14-378-quickgelu_dfn5b,ViT,,,14.0,378,DFN,True,1024.0,986.7,0.8981564973449554,0.8981564973449554,0.8611111111111112,blonde_male,0.9491935483870968,blonde_female,0.037045386233844235,19962,41.6,302.2,0.9491935483870968,0.8611111111111112,0.8737585747926692,0.9138686131386862,H
ViT-bigG-14-CLIPA-336,datacomp1b,ViT-bigG-14-CLIPA-336_datacomp1b,ViT,,,14.0,336,DataComp,False,1280.0,2517.8,0.897705640717363,0.897705640717363,0.85,blonde_male,0.9000663570006636,non-blonde_male,0.04770564071736305,19962,201.4,488.2,0.8935483870967742,0.85,0.8978191870584622,0.9000663570006636,bigG
RN50,cc12m,RN50_cc12m,ResNet,50.0,x1,,224,CC-12M,False,1024.0,102.0,0.8973549744514577,0.8973549744514577,0.2777777777777778,blonde_male,0.9782942561687314,non-blonde_female,0.6195771966736799,19962,1.2,30.7,0.3903225806451613,0.2777777777777778,0.9782942561687314,0.9741207697412076,
ViT-B-32,laion2b_s34b_b79k,ViT-B-32_laion2b_s34b_b79k,ViT,,,32.0,224,LAION-2B,False,512.0,151.3,0.8959523093878369,0.8959523093878369,0.8,blonde_male,0.9233870967741935,blonde_female,0.09595230938783683,19962,3.5,29.4,0.9233870967741935,0.8,0.889423569161462,0.897677504976775,B
ViT-L-14-336-quickgelu,openai,ViT-L-14-336-quickgelu_openai,ViT,,,14.0,336,OpenAI WIT (400M),True,768.0,427.9,0.8955014527602445,0.8955014527602445,0.7555555555555555,blonde_male,0.9116935483870968,blonde_female,0.13994589720468897,19962,16.0,146.3,0.9116935483870968,0.7555555555555555,0.8859424593017303,0.9059057730590577,L
PE-Core-S-16-384,meta,PE-Core-S-16-384_meta,Other,,,,384,meta,False,,87.2,0.8948502154092777,0.8948502154092777,0.7222222222222222,blonde_male,0.908958195089582,non-blonde_male,0.17262799318705546,19962,6.3,49.6,0.894758064516129,0.7222222222222222,0.8871710863110474,0.908958195089582,
ViT-B-16,commonpool_l_text_s1b_b8k,ViT-B-16_commonpool_l_text_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.8945997395050597,0.8945997395050597,0.4888888888888889,blonde_male,0.9426675514266755,non-blonde_male,0.4057108506161708,19962,8.5,34.1,0.709274193548387,0.4888888888888889,0.9120507832497184,0.9426675514266755,B
ViT-B-32-quickgelu,laion400m_e32,ViT-B-32-quickgelu_laion400m_e32,ViT,,,32.0,224,LAION-400M,True,512.0,151.3,0.8941488828774672,0.8941488828774672,0.85,blonde_male,0.9137096774193548,blonde_female,0.04414888287746721,19962,8.8,30.1,0.9137096774193548,0.85,0.8982287293949012,0.8834771068347711,B
PE-Core-B-16,meta,PE-Core-B-16_meta,Other,,,,224,meta,False,,447.7,0.8938483117924055,0.8938483117924055,0.7555555555555555,blonde_male,0.9346774193548387,blonde_female,0.13829275623685,19962,51.6,30.9,0.9346774193548387,0.7555555555555555,0.8751919729702058,0.9078964830789649,
ViT-B-32-quickgelu,laion400m_e31,ViT-B-32-quickgelu_laion400m_e31,ViT,,,32.0,224,LAION-400M,True,512.0,151.3,0.8936479310690312,0.8936479310690312,0.85,blonde_male,0.9133064516129032,blonde_female,0.0436479310690312,19962,9.0,29.8,0.9133064516129032,0.85,0.8988430428995597,0.881486396814864,B
ViT-B-16,commonpool_l_clip_s1b_b8k,ViT-B-16_commonpool_l_clip_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.8934976455265004,0.8934976455265004,0.6111111111111112,blonde_male,0.9457199734571997,non-blonde_male,0.2823865344153892,19962,8.3,34.2,0.9258064516129032,0.6111111111111112,0.850209890447425,0.9457199734571997,B
RN50-quickgelu,openai,RN50-quickgelu_openai,ResNet,50.0,x1,,224,OpenAI WIT (400M),True,1024.0,102.0,0.8934976455265004,0.8934976455265004,0.8166666666666667,blonde_male,0.9076612903225807,blonde_female,0.0768309788598337,19962,11.1,31.3,0.9076612903225807,0.8166666666666667,0.8970001023855841,0.8861313868613139,
ViT-H-14-378,dfn5b,ViT-H-14-378_dfn5b,ViT,,,14.0,378,DFN,False,1024.0,986.7,0.8932471696222823,0.8932471696222823,0.8555555555555555,blonde_male,0.9504032258064516,blonde_female,0.03769161406672683,19962,45.0,275.8,0.9504032258064516,0.8555555555555555,0.870072693764718,0.9053749170537492,H
ViT-B-16-SigLIP-256,webli,ViT-B-16-SigLIP-256_webli,ViT,,,16.0,256,WebLI,False,,203.2,0.8931970744414387,0.8931970744414387,0.8741681171291082,non-blonde_female,0.9471774193548387,blonde_female,0.019028957312330452,19962,11.0,39.6,0.9471774193548387,0.9277777777777778,0.8741681171291082,0.8992700729927007,B
ViT-L-14,commonpool_xl_laion_s13b_b90k,ViT-L-14_commonpool_xl_laion_s13b_b90k,ViT,,,14.0,224,CommonPool,False,768.0,427.6,0.8930467888989079,0.8930467888989079,0.8111111111111111,blonde_male,0.9125,blonde_female,0.08193567778779676,19962,20.0,62.7,0.9125,0.8111111111111111,0.8904474250025597,0.891970802919708,L
ViT-B-16,commonpool_l_s1b_b8k,ViT-B-16_commonpool_l_s1b_b8k,ViT,,,16.0,224,CommonPool,False,512.0,149.6,0.8929465985372207,0.8929465985372207,0.4166666666666667,blonde_male,0.9795620437956204,non-blonde_male,0.476279931870554,19962,8.7,33.9,0.8330645161290322,0.4166666666666667,0.8501075048633152,0.9795620437956204,B
ViT-bigG-14-CLIPA,datacomp1b,ViT-bigG-14-CLIPA_datacomp1b,ViT,,,14.0,224,DataComp,False,1280.0,2517.2,0.8928965033563772,0.8928965033563772,0.8555555555555555,blonde_male,0.9008064516129032,blonde_female,0.037340947800821644,19962,222.1,218.2,0.9008064516129032,0.8555555555555555,0.8939285348622914,0.8898473788984738,bigG
ViT-L-14,metaclip_400m,ViT-L-14_metaclip_400m,ViT,,,14.0,224,MetaCLIP,False,768.0,427.6,0.8927462178138463,0.8927462178138463,0.85,blonde_male,0.9088709677419354,blonde_female,0.042746217813846354,19962,20.0,62.5,0.9088709677419354,0.85,0.8959762465444865,0.8842733908427339,L
ViT-B-32,openai,ViT-B-32_openai,ViT,,,32.0,224,OpenAI WIT (400M),False,512.0,151.3,0.8919446949203487,0.8919446949203487,0.7666666666666667,blonde_male,0.9077505887171087,non-blonde_female,0.12527802825368195,19962,1.4,28.8,0.8798387096774194,0.7666666666666667,0.9077505887171087,0.8784339747843397,B
ViT-SO400M-16-SigLIP-i18n-256,webli,ViT-SO400M-16-SigLIP-i18n-256_webli,ViT,,,,256,WebLI,False,,1127.4,0.8917944093778178,0.8917944093778178,0.8775049767750498,non-blonde_male,0.9379032258064516,blonde_female,0.014289432602768048,19962,158.7,72.5,0.9379032258064516,0.9333333333333333,0.8903450394184499,0.8775049767750498,
ViT-B-16-SigLIP-512,webli,ViT-B-16-SigLIP-512_webli,ViT,,,16.0,512,WebLI,False,,203.8,0.891393647931069,0.891393647931069,0.8782635404934985,non-blonde_female,0.9487903225806451,blonde_female,0.013130107437570482,19962,11.2,117.4,0.9487903225806451,0.9388888888888889,0.8782635404934985,0.8883875248838753,B
ViT-bigG-14,laion2b_s39b_b160k,ViT-bigG-14_laion2b_s39b_b160k,ViT,,,14.0,224,LAION-2B,False,1280.0,2539.6,0.8907424105801022,0.8907424105801022,0.8764205999795229,non-blonde_female,0.9334677419354839,blonde_female,0.014321810600579243,19962,202.9,223.6,0.9334677419354839,0.8777777777777778,0.8764205999795229,0.8955540809555408,bigG
ViT-L-14-quickgelu,openai,ViT-L-14-quickgelu_openai,ViT,,,14.0,224,OpenAI WIT (400M),True,768.0,427.6,0.8902915539525098,0.8902915539525098,0.8,blonde_male,0.9153225806451613,blonde_female,0.09029155395250976,19962,16.0,68.3,0.9153225806451613,0.8,0.8805160233439132,0.8968812209688122,L
ViT-H-14-worldwide-quickgelu,metaclip2_worldwide,ViT-H-14-worldwide-quickgelu_metaclip2_worldwide,ViT,,,14.0,224,MetaCLIP,True,1024.0,1858.8,0.8902414587716662,0.8902414587716662,0.8277777777777777,blonde_male,0.932258064516129,blonde_female,0.06246368099388844,19962,226.7,122.9,0.932258064516129,0.8277777777777777,0.8731442612880107,0.9000663570006636,H
ViT-H-14-quickgelu,metaclip_fullcc,ViT-H-14-quickgelu_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,True,1024.0,986.1,0.890141268409979,0.890141268409979,0.8555555555555555,blonde_male,0.9088709677419354,blonde_female,0.03458571285442347,19962,41.2,108.9,0.9088709677419354,0.8555555555555555,0.8937237636940719,0.8801592568015926,H
ViT-H-14,dfn5b,ViT-H-14_dfn5b,ViT,,,14.0,224,DFN,False,1024.0,986.1,0.8900911732291353,0.8900911732291353,0.8611111111111112,blonde_male,0.95,blonde_female,0.028980062118024175,19962,44.1,98.5,0.95,0.8611111111111112,0.8707893928534862,0.8960849369608493,H
nllb-clip-large-siglip,mrl,nllb-clip-large-siglip_mrl,SigLIP,,,,384,mrl,False,,1195.5,0.8898406973249173,0.8898406973249173,0.7277777777777777,blonde_male,0.9342741935483871,blonde_female,0.16206291954713958,19962,26.1,181.2,0.9342741935483871,0.7277777777777777,0.8715060919422545,0.9028533510285335,
ViT-H-14,laion2b_s32b_b79k,ViT-H-14_laion2b_s32b_b79k,ViT,,,14.0,224,LAION-2B,False,1024.0,986.1,0.889389840697325,0.889389840697325,0.8444444444444444,blonde_male,0.9241935483870968,blonde_female,0.04494539625288052,19962,190.2,114.8,0.9241935483870968,0.8444444444444444,0.8820518071055595,0.8885202388852024,H
ViT-B-16-SigLIP-384,webli,ViT-B-16-SigLIP-384_webli,ViT,,,16.0,384,WebLI,False,,203.4,0.8886885081655145,0.8886885081655145,0.8736561892085595,non-blonde_female,0.9495967741935484,blonde_female,0.015032318956955004,19962,11.4,73.2,0.9495967741935484,0.9333333333333333,0.8736561892085595,0.8870603848706039,B
ViT-H-14-quickgelu,dfn5b,ViT-H-14-quickgelu_dfn5b,ViT,,,14.0,224,DFN,True,1024.0,986.1,0.8886885081655145,0.8886885081655145,0.8703798505170472,non-blonde_female,0.9483870967741935,blonde_female,0.01830865764846723,19962,41.8,107.1,0.9483870967741935,0.8944444444444445,0.8703798505170472,0.8926343729263437,H
ViT-L-14-quickgelu,metaclip_fullcc,ViT-L-14-quickgelu_metaclip_fullcc,ViT,,,14.0,224,MetaCLIP,True,768.0,427.6,0.8885382226229837,0.8885382226229837,0.8388888888888889,blonde_male,0.9282258064516129,blonde_female,0.04964933373409475,19962,19.6,68.5,0.9282258064516129,0.8388888888888889,0.8778539981570594,0.8905109489051095,L
ViT-B-32,laion2b_e16,ViT-B-32_laion2b_e16,ViT,,,32.0,224,LAION-2B,False,512.0,151.3,0.8883879370804528,0.8883879370804528,0.8055555555555556,blonde_male,0.9387096774193548,blonde_female,0.08283238152489725,19962,1.5,29.3,0.9387096774193548,0.8055555555555556,0.8697655370123887,0.8979429329794293,B
EVA01-g-14,laion400m_s11b_b41k,EVA01-g-14_laion400m_s11b_b41k,EVA,,,14.0,224,LAION-400M,False,,1136.4,0.8883378418996093,0.8883378418996093,0.7944444444444444,blonde_male,0.891983208764206,non-blonde_female,0.0938933974551649,19962,31.6,116.4,0.8770161290322581,0.7944444444444444,0.891983208764206,0.8895819508958195,
ViT-L-14,openai,ViT-L-14_openai,ViT,,,14.0,224,OpenAI WIT (400M),False,768.0,427.6,0.8883378418996093,0.8883378418996093,0.8111111111111111,blonde_male,0.9181451612903225,blonde_female,0.07722673078849818,19962,16.1,62.5,0.9181451612903225,0.8111111111111111,0.8837923620354254,0.886264100862641,L
nllb-clip-large-siglip,v1,nllb-clip-large-siglip_v1,SigLIP,,,,384,v1,False,,1195.5,0.888237651537922,0.888237651537922,0.7111111111111111,blonde_male,0.9086927670869277,non-blonde_male,0.17712654042681086,19962,60.3,181.6,0.9080645161290323,0.7111111111111111,0.8706870072693764,0.9086927670869277,
ViT-L-14-336,openai,ViT-L-14-336_openai,ViT,,,14.0,336,OpenAI WIT (400M),False,768.0,427.9,0.8873359382827372,0.8873359382827372,0.8222222222222222,blonde_male,0.9209677419354839,blonde_female,0.06511371606051497,19962,22.3,137.5,0.9209677419354839,0.8222222222222222,0.884816217876523,0.8810882548108826,L
EVA01-g-14-plus,merged2b_s11b_b114k,EVA01-g-14-plus_merged2b_s11b_b114k,EVA,,,14.0,224,Merged,False,,1366.6,0.8873359382827372,0.8873359382827372,0.8640319443022423,non-blonde_female,0.947983870967742,blonde_female,0.023303993980494875,19962,38.0,116.7,0.947983870967742,0.8666666666666667,0.8640319443022423,0.8980756469807565,
ViT-H-14-worldwide-378,metaclip2_worldwide,ViT-H-14-worldwide-378_metaclip2_worldwide,ViT,,,14.0,378,MetaCLIP,False,1024.0,1859.4,0.8873359382827372,0.8873359382827372,0.8444444444444444,blonde_male,0.9407258064516129,blonde_female,0.042891493838292716,19962,238.4,292.5,0.9407258064516129,0.8444444444444444,0.864134329886352,0.9008626410086265,H
nllb-clip-base-siglip,mrl,nllb-clip-base-siglip_mrl,SigLIP,,,,384,mrl,False,,507.5,0.8865845105700831,0.8865845105700831,0.6666666666666666,blonde_male,0.9214333112143331,non-blonde_male,0.2199178439034165,19962,15.1,73.1,0.9181451612903225,0.6666666666666666,0.8557387119893519,0.9214333112143331,
ViT-SO400M-16-SigLIP2-512,webli,ViT-SO400M-16-SigLIP2-512_webli,ViT,,,,512,WebLI,False,,1136.6,0.8863841298467088,0.8863841298467088,0.8658748848162179,non-blonde_female,0.9439516129032258,blonde_female,0.020509245030490897,19962,839.8,261.9,0.9439516129032258,0.9222222222222223,0.8658748848162179,0.8931652289316523,
ViT-SO400M-16-SigLIP2-384,webli,ViT-SO400M-16-SigLIP2-384_webli,ViT,,,,384,WebLI,False,,1136.0,0.8863841298467088,0.8863841298467088,0.8727347189515716,non-blonde_female,0.9383064516129033,blonde_female,0.01364941089513716,19962,103.9,154.0,0.9383064516129033,0.9222222222222223,0.8727347189515716,0.8861313868613139,
RN50,openai,RN50_openai,ResNet,50.0,x1,,224,OpenAI WIT (400M),False,1024.0,102.0,0.886233844304178,0.886233844304178,0.8388888888888889,blonde_male,0.9137096774193548,blonde_female,0.04734495541528905,19962,1.4,30.8,0.9137096774193548,0.8388888888888889,0.8984335005631207,0.8625082946250829,
ViT-L-16-SigLIP2-512,webli,ViT-L-16-SigLIP2-512_webli,ViT,,,16.0,512,WebLI,False,,882.3,0.8860334635808035,0.8860334635808035,0.8563530254940105,non-blonde_female,0.9532258064516129,blonde_female,0.029680438086792993,19962,92.1,209.4,0.9532258064516129,0.8722222222222222,0.8563530254940105,0.9027206370272064,L
ViTamin-L-336,datacomp1b,ViTamin-L-336_datacomp1b,ViT,,,,336,DataComp,False,,457.2,0.8856827973148983,0.8856827973148983,0.8611111111111112,blonde_male,0.915725806451613,blonde_female,0.024571686203787135,19962,8.9,134.8,0.915725806451613,0.8611111111111112,0.8921879799324255,0.8679495686794957,
ViT-SO400M-14-SigLIP2-378,webli,ViT-SO400M-14-SigLIP2-378_webli,ViT,,,,378,WebLI,False,,1136.0,0.8851818455064623,0.8851818455064623,0.870891778437596,non-blonde_female,0.9383064516129033,blonde_female,0.014290067068866263,19962,64.8,180.2,0.9383064516129033,0.9222222222222223,0.870891778437596,0.885335102853351,
ViT-B-16-SigLIP,webli,ViT-B-16-SigLIP_webli,ViT,,,16.0,224,WebLI,False,,203.2,0.8850315599639315,0.8850315599639315,0.8727347189515716,non-blonde_female,0.9532258064516129,blonde_female,0.012296841012359838,19962,12.8,55.9,0.9532258064516129,0.9444444444444444,0.8727347189515716,0.8771068347710683,B
ViT-H-14,metaclip_altogether,ViT-H-14_metaclip_altogether,ViT,,,14.0,224,MetaCLIP,False,1024.0,986.1,0.8848311792405571,0.8848311792405571,0.8333333333333334,blonde_male,0.9258064516129032,blonde_female,0.05149784590722373,19962,42.2,100.5,0.9258064516129032,0.8333333333333334,0.8820518071055595,0.8761778367617784,H
ViT-L-16-SigLIP2-384,webli,ViT-L-16-SigLIP2-384_webli,ViT,,,16.0,384,WebLI,False,,881.9,0.8847309888788698,0.8847309888788698,0.8552267840688031,non-blonde_female,0.9524193548387097,blonde_female,0.02950420481006666,19962,73.9,124.6,0.9524193548387097,0.8611111111111112,0.8552267840688031,0.9012607830126078,L
ViT-SO400M-14-SigLIP2,webli,ViT-SO400M-14-SigLIP2_webli,ViT,,,,224,WebLI,False,,1135.5,0.8846808936980263,0.8846808936980263,0.8682297532507423,non-blonde_female,0.9443548387096774,blonde_female,0.01645114044728402,19962,102.9,68.0,0.9443548387096774,0.9277777777777778,0.8682297532507423,0.885335102853351,
xlm-roberta-base-ViT-B-32,laion5b_s13b_b90k,xlm-roberta-base-ViT-B-32_laion5b_s13b_b90k,ViT,,,32.0,224,laion5b_s13b_b90k,False,512.0,366.1,0.8844805129746518,0.8844805129746518,0.8111111111111111,blonde_male,0.9197580645161291,blonde_female,0.07336940186354068,19962,18.5,29.7,0.9197580645161291,0.8111111111111111,0.8829732773625474,0.8765759787657598,B
ViT-B-16,laion400m_e32,ViT-B-16_laion400m_e32,ViT,,,16.0,224,LAION-400M,False,512.0,149.6,0.8844805129746518,0.8844805129746518,0.7944444444444444,blonde_male,0.910483870967742,blonde_female,0.0900360685302074,19962,8.8,34.0,0.910483870967742,0.7944444444444444,0.884406675540084,0.8781685467816854,B
ViTamin-L-384,datacomp1b,ViTamin-L-384_datacomp1b,ViT,,,,384,DataComp,False,,457.4,0.8843302274321211,0.8843302274321211,0.8611111111111112,blonde_male,0.915725806451613,blonde_female,0.023219116321009925,19962,9.0,175.5,0.915725806451613,0.8611111111111112,0.8944404627828402,0.8614465826144658,
ViT-B-16,laion400m_e31,ViT-B-16_laion400m_e31,ViT,,,16.0,224,LAION-400M,False,512.0,149.6,0.883578799719467,0.883578799719467,0.8111111111111111,blonde_male,0.9133064516129032,blonde_female,0.07246768860835584,19962,8.8,34.0,0.9133064516129032,0.8111111111111111,0.8824613494419986,0.8769741207697412,B
ViTamin-L,datacomp1b,ViTamin-L_datacomp1b,ViT,,,,224,DataComp,False,,457.0,0.8834285141769361,0.8834285141769361,0.8617120106171201,non-blonde_male,0.915725806451613,blonde_female,0.021716503559816025,19962,8.7,65.1,0.915725806451613,0.8666666666666667,0.8922903655165353,0.8617120106171201,
PE-Core-bigG-14-448,meta,PE-Core-bigG-14-448_meta,Other,,,,448,meta,False,,2419.3,0.8827271816451258,0.8827271816451258,0.8555555555555555,blonde_male,0.9326612903225806,blonde_female,0.027171626089570244,19962,359.2,839.9,0.9326612903225806,0.8555555555555555,0.863724787549913,0.8915726609157266,
ViT-H-14-CLIPA-336,laion2b,ViT-H-14-CLIPA-336_laion2b,ViT,,,14.0,336,LAION-2B,False,1024.0,968.6,0.8819757539324717,0.8819757539324717,0.8741871267418713,non-blonde_male,0.9217741935483871,blonde_female,0.007788627190600472,19962,45.5,211.7,0.9217741935483871,0.8777777777777778,0.8779563837411692,0.8741871267418713,H
ViT-SO400M-16-SigLIP2-256,webli,ViT-SO400M-16-SigLIP2-256_webli,ViT,,,,256,WebLI,False,,1135.7,0.8819256587516281,0.8819256587516281,0.8642367154704618,non-blonde_female,0.9463709677419355,blonde_female,0.017688943281166325,19962,91.9,71.7,0.9463709677419355,0.9333333333333333,0.8642367154704618,0.882415394824154,
convnext_xxlarge,laion2b_s34b_b82k_augreg,convnext_xxlarge_laion2b_s34b_b82k_augreg,ConvNeXt,,,,256,LAION-2B,False,,1200.6,0.8816250876665664,0.8816250876665664,0.8705846216852667,non-blonde_female,0.9423387096774194,blonde_female,0.011040465981299707,19962,130.8,109.4,0.9423387096774194,0.8833333333333333,0.8705846216852667,0.8759124087591241,
ViT-L-16-SigLIP2-256,webli,ViT-L-16-SigLIP2-256_webli,ViT,,,16.0,256,WebLI,False,,881.5,0.8808736599539124,0.8808736599539124,0.8551243984846933,non-blonde_female,0.9475806451612904,blonde_female,0.025749261469219076,19962,63.7,60.4,0.9475806451612904,0.8833333333333333,0.8551243984846933,0.8922362309223623,L
ViT-L-14-CLIPA,datacomp1b,ViT-L-14-CLIPA_datacomp1b,ViT,,,14.0,224,DataComp,False,768.0,414.2,0.8807233744113816,0.8807233744113816,0.8711989351899253,non-blonde_female,0.9213709677419355,blonde_female,0.009524439221456293,19962,20.8,58.1,0.9213709677419355,0.9,0.8711989351899253,0.8792302587923025,L
ViT-L-14,laion2b_s32b_b82k,ViT-L-14_laion2b_s32b_b82k,ViT,,,14.0,224,LAION-2B,False,768.0,427.6,0.8804728985071636,0.8804728985071636,0.8333333333333334,blonde_male,0.9120967741935484,blonde_female,0.04713956517383022,19962,20.0,62.4,0.9120967741935484,0.8333333333333334,0.8811303368485717,0.8703384207033842,L
ViT-L-16-SigLIP-256,webli,ViT-L-16-SigLIP-256_webli,ViT,,,16.0,256,WebLI,False,,652.2,0.8796713756136659,0.8796713756136659,0.8592198218490836,non-blonde_female,0.9633064516129032,blonde_female,0.020451553764582298,19962,31.2,59.8,0.9633064516129032,0.95,0.8592198218490836,0.8769741207697412,L
ViT-B-32,commonpool_m_basic_s128m_b4k,ViT-B-32_commonpool_m_basic_s128m_b4k,ViT,,,32.0,224,CommonPool,False,512.0,151.3,0.8790702334435427,0.8790702334435427,0.20555555555555555,blonde_male,0.9670869276708692,non-blonde_male,0.6735146778879872,19962,4.5,29.3,0.6016129032258064,0.20555555555555555,0.8940309204464012,0.9670869276708692,B
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,convnext_xxlarge_laion2b_s34b_b82k_augreg_rewind,ConvNeXt,,,,256,LAION-2B,False,,1200.6,0.8789700430818556,0.8789700430818556,0.8663868127367667,non-blonde_female,0.947983870967742,blonde_female,0.012583230345088903,19962,228.4,108.9,0.947983870967742,0.8666666666666667,0.8663868127367667,0.8728599867285999,
ViT-gopt-16-SigLIP2-256,webli,ViT-gopt-16-SigLIP2-256_webli,ViT,,,16.0,256,WebLI,False,,1871.4,0.8785191864542631,0.8785191864542631,0.8592198218490836,non-blonde_female,0.9375,blonde_female,0.019299364605179448,19962,93.7,135.6,0.9375,0.9,0.8592198218490836,0.8836098208360982,gopt
ViT-L-14-CLIPA-336,datacomp1b,ViT-L-14-CLIPA-336_datacomp1b,ViT,,,14.0,336,DataComp,False,768.0,414.5,0.8780182346458271,0.8780182346458271,0.8709941640217057,non-blonde_female,0.9245967741935484,blonde_female,0.007024070624121359,19962,20.6,123.8,0.9245967741935484,0.8888888888888888,0.8709941640217057,0.8715328467153285,L
ViT-gopt-16-SigLIP2-384,webli,ViT-gopt-16-SigLIP2-384_webli,ViT,,,16.0,384,WebLI,False,,1871.9,0.8777176635607654,0.8777176635607654,0.857786423671547,non-blonde_female,0.9350806451612903,blonde_female,0.01993123988921841,19962,105.1,292.4,0.9350806451612903,0.8944444444444445,0.857786423671547,0.8842733908427339,gopt
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,convnext_xxlarge_laion2b_s34b_b82k_augreg_soup,ConvNeXt,,,,256,LAION-2B,False,,1200.6,0.8774170924757039,0.8774170924757039,0.8672058974096447,non-blonde_female,0.9455645161290323,blonde_female,0.010211195066059164,19962,52.7,109.4,0.9455645161290323,0.8722222222222222,0.8672058974096447,0.8683477106834772,
ViTamin-L-256,datacomp1b,ViTamin-L-256_datacomp1b,ViT,,,,256,DataComp,False,,457.0,0.8771165213906422,0.8771165213906422,0.8467153284671532,non-blonde_male,0.9213709677419355,blonde_female,0.030401192923488973,19962,8.8,79.5,0.9213709677419355,0.8666666666666667,0.8895259547455718,0.8467153284671532,
ViT-bigG-14-worldwide,metaclip2_worldwide,ViT-bigG-14-worldwide_metaclip2_worldwide,ViT,,,14.0,224,MetaCLIP,False,1280.0,3630.4,0.8748622382526801,0.8748622382526801,0.8614465826144658,non-blonde_male,0.9387096774193548,blonde_female,0.01341565563821423,19962,307.3,238.3,0.9387096774193548,0.8777777777777778,0.8689464523395106,0.8614465826144658,bigG
convnext_base_w,laion2b_s13b_b82k_augreg,convnext_base_w_laion2b_s13b_b82k_augreg,ConvNeXt,,,,256,LAION-2B,False,,179.4,0.8743111912634005,0.8743111912634005,0.8614465826144658,non-blonde_male,0.9419354838709677,blonde_female,0.012864608648934683,19962,9.3,42.8,0.9419354838709677,0.8722222222222222,0.8671035118255349,0.8614465826144658,
ViT-B-16-SigLIP-i18n-256,webli,ViT-B-16-SigLIP-i18n-256_webli,ViT,,,16.0,256,WebLI,False,,370.6,0.8740106201783389,0.8740106201783389,0.8585268745852688,non-blonde_male,0.9611111111111111,blonde_male,0.015483745593070086,19962,20.8,39.3,0.9544354838709678,0.9611111111111111,0.8639295587181325,0.8585268745852688,B
convnext_base,laion400m_s13b_b51k,convnext_base_laion400m_s13b_b51k,ConvNeXt,,,,224,LAION-400M,False,,151.5,0.8737601442741209,0.8737601442741209,0.861165147947169,non-blonde_female,0.9471774193548387,blonde_female,0.012594996326951824,19962,8.4,37.1,0.9471774193548387,0.8722222222222222,0.861165147947169,0.8659588586595885,
